blocker_id,source_document,affected_area,current_status,exact_missing_evidence,external_dependency,required_software,required_tool,required_version,required_license,required_machine,exact_input,exact_procedure,exact_output,checksum_requirement,acceptance_criteria,numeric_implementation_impact,source_locator,source_field_notes,ea_enablement_reference,ea_closure_status,planned_stage,notes
GOLD-002,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-002 ANALYTICAL_GOLDEN,NOT_APPROVED,Independent derivation artifact required and tolerance worksheet,primary blocker GOLD-BLK-001,NOT_APPLICABLE,sympy simply-supported center-load workbook or equivalent hand calculation plus sha256sum,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,examples/verification/beam/simple_beam_center_load.json checksum-fixed,Closed-form beam theory with independent dimensional and equilibrium review,GOLD-002-DERIV-PKG-v1 with signed N2 uy N1/N3 fy and member-end Mz quantities derivation workbook convention sheet and SHA-256 manifest over model plus derivation plus expected,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-001; closure requires two agreeing independent derivations per D-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-002,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-003,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-003 ANALYTICAL_GOLDEN,NOT_APPROVED,Independent derivation artifact required and tolerance worksheet,primary blocker GOLD-BLK-001,NOT_APPLICABLE,sympy uniform-load beam workbook or equivalent hand calculation plus sha256sum,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,examples/verification/beam/simple_beam_uniform_load.json checksum-fixed,Closed-form beam theory with independent dimensional and equilibrium review,GOLD-003-DERIV-PKG-v1 with signed N2 uy N1/N3 fy and member-end Mz quantities derivation workbook convention sheet and SHA-256 manifest over model plus derivation plus expected,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-001; closure requires two agreeing independent derivations per D-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-003,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-004,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-004 ANALYTICAL_GOLDEN,NOT_APPROVED,Independent derivation artifact required and tolerance worksheet,primary blocker GOLD-BLK-001,NOT_APPLICABLE,sympy axial bar workbook or equivalent hand calculation plus sha256sum,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed axial member model artifact to be bound before derivation,Axial bar closed form plus equilibrium,GOLD-004-DERIV-PKG-v1 with signed axial displacement reaction and I-J axial action quantities derivation workbook convention sheet and SHA-256 manifest over model plus derivation plus expected,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-001; closure requires two agreeing independent derivations per D-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-004,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-005,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-005 ANALYTICAL_GOLDEN,NOT_APPROVED,Independent derivation artifact required and tolerance worksheet,primary blocker GOLD-BLK-001,NOT_APPLICABLE,sympy Saint-Venant torsion workbook or equivalent hand calculation plus sha256sum,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,examples/verification/beam/cantilever_torsion.json checksum-fixed,Saint-Venant torsion closed form plus equilibrium,GOLD-005-DERIV-PKG-v1 with signed N2 rx N1 mx and I-J torsional action quantities derivation workbook convention sheet and SHA-256 manifest over model plus derivation plus expected,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-001; closure requires two agreeing independent derivations per D-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-005,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-006,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-006 REFERENCE_SOFTWARE_GOLDEN,NOT_APPROVED,Three-run native output bundle required,SPACER identity to be fixed,SPACER identity to be fixed,Selected SPACER STATICS executable with identity fixed by EXT-ID-002 EXT-ID-003 plus sha256sum and three-run normalized comparison record,MUST_BE_CAPTURED_AND_FROZEN,Named valid entitlement for reference cases,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed native and repository models for symmetric planar grid,Fixed-version reference-software run,GOLD-006-REF-BUNDLE-v1 with fixed executable input native outputs SHA-256 manifests and three isolated run records,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-003,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-006,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling partial; EA-03 runbook; external capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-007,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-007 REFERENCE_SOFTWARE_GOLDEN,NOT_APPROVED,Three-run native output bundle required,SPACER identity to be fixed,SPACER identity to be fixed,Selected SPACER STATICS executable with identity fixed by EXT-ID-002 EXT-ID-003 plus model mapping tool sha256sum and three-run comparison record,MUST_BE_CAPTURED_AND_FROZEN,Named valid entitlement for reference cases,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed four-main-girder bridge native and repository models,Fixed-version reference-software run,GOLD-007-REF-BUNDLE-v1 with native and repository representations SHA-256 manifests and three isolated run records,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-007,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling partial; EA-03 runbook; external capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-008,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-008 REFERENCE_SOFTWARE_GOLDEN,NOT_APPROVED,Three-run native output bundle required,SPACER identity to be fixed,SPACER identity to be fixed,Selected SPACER STATICS executable with identity fixed by EXT-ID-002 EXT-ID-003 plus model mapping tool sha256sum and three-run comparison record,MUST_BE_CAPTURED_AND_FROZEN,Named valid entitlement for reference cases,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed five-main-girder bridge native and repository models,Fixed-version reference-software run,GOLD-008-REF-BUNDLE-v1 with native and repository representations SHA-256 manifests and three isolated run records,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-008,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling partial; EA-03 runbook; external capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-009,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-009 REFERENCE_SOFTWARE_GOLDEN,NOT_APPROVED,Three-run native output bundle required,SPACER identity to be fixed,SPACER identity to be fixed,Selected SPACER STATICS executable with identity fixed by EXT-ID-002 EXT-ID-003 plus model mapping tool sha256sum and three-run comparison record,MUST_BE_CAPTURED_AND_FROZEN,Named valid entitlement for reference cases,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed six-main-girder bridge native and repository models,Fixed-version reference-software run,GOLD-009-REF-BUNDLE-v1 with native and repository representations SHA-256 manifests and three isolated run records,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-009,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling partial; EA-03 runbook; external capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-010,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-010 REFERENCE_SOFTWARE_GOLDEN,NOT_APPROVED,Three-run native output bundle required,Reference identity to be fixed,Reference identity to be fixed,Selected reference executable with identity fixed by AN-BLK-001 plus repository import adapter sha256sum and three-run comparison record,MUST_BE_CAPTURED_AND_FROZEN,Named valid entitlement for reference cases,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed minimal two-case one-combination native and repository models,Fixed-version reference-software run plus mapping review,GOLD-010-REF-BUNDLE-v1 with case combination mapping worksheets native outputs SHA-256 manifests and three isolated run records,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-003,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-010,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling partial; EA-03 runbook; external capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-011,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-011 APPROVED_REGRESSION_GOLDEN,NOT_APPROVED,Independently approved canonical semantic artifact required,primary blocker GOLD-BLK-004,NOT_APPLICABLE,Repository serializer and SHA-256 tool,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed canonical bridge analysis document from independently approved contract fixture,Canonical serialization independent from runtime snapshot,GOLD-011-CANON-PKG-v1 with semantic equality specification variable-field exclusions parent Golden link and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-004,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-011,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-012,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-012 APPROVED_REGRESSION_GOLDEN,NOT_APPROVED,Independently specified rejection artifact required,primary blocker GOLD-BLK-006,NOT_APPLICABLE,Schema validator IF3 gate tests and SHA-256 tool,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed current source and stale IF3 result fixture for GOLD-012,Contract-derived negative oracle,GOLD-012-NEG-PKG-v1 with STALE status diagnostics expected rejection artifacts and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-006,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-012,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-013,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-013 APPROVED_REGRESSION_GOLDEN,NOT_APPROVED,Independently specified rejection artifact required,primary blocker GOLD-BLK-006,NOT_APPLICABLE,Schema validator IF3 gate tests and SHA-256 tool,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed source result and export request fixture for GOLD-013,Contract-derived negative oracle,GOLD-013-NEG-PKG-v1 with rejected authority state diagnostics and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-006,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-013,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-014,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-014 APPROVED_REGRESSION_GOLDEN,NOT_APPROVED,Independently specified rejection artifact required,primary blocker GOLD-BLK-006,NOT_APPLICABLE,Schema validator IF3 gate tests and SHA-256 tool,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed malformed analysis input fixture for GOLD-014,Contract-derived negative oracle,GOLD-014-NEG-PKG-v1 with named failure status diagnostic path empty authoritative results record and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-006,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-014,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 analytical golden package (COMPLETE; TOOLING_REVIEWED_NOT_GOLD_APPROVED),NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-015,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-015 ANALYTICAL_GOLDEN,NOT_APPROVED,Independent derivation and expected verdict artifact required,primary blocker GOLD-BLK-007,NOT_APPLICABLE,Licensed standards evidence independent calculation and checksum tools,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed design input and adopted DS-02 through DS-05 source values,Target-standard-sourced hand derivation independent of Apollo,GOLD-015-DVER-PKG-v1 with source manifest independent derivation expected quantities verdict and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-007,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-015,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 tooling; DS-02..05 source prerequisites BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
GOLD-016,docs/apollo/design-standards/07_golden/golden_case_catalog.csv,Golden case GOLD-016 APPROVED_REGRESSION_GOLDEN,NOT_APPROVED,Independently approved export artifact set required,primary blocker GOLD-BLK-008,NOT_APPLICABLE,Repository export tools PDF inspection and checksum tools,MUST_BE_CAPTURED_AND_FROZEN,NOT_APPLICABLE,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed live source and valid IF3 result after approved parent numeric Golden,Contract-derived export oracle with parent numeric Golden,GOLD-016-EXPORT-PKG-v1 with source IF3 CSV PDF lineage manifest producer versions and SHA-256,SHA-256 over executable inputs outputs and retained artifacts,Independent approval with reproducibility_count target; primary_blocker GOLD-BLK-008,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/07_golden/golden_case_catalog.csv:GOLD-016,derivation_method->exact_procedure; reference_software->required_software when applicable; baseline fields from EA-00 snapshot,EA-02 export tooling; parent Golden authority BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-03,approval_status NOT_APPROVED; phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers GOLD-BLK-002
PAR-001,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-001 INPUT_SEMANTIC_PARITY,NOT_APPROVED,Native input and transformation bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed minimal native model required,Predeclared field mapping required,PAR-001-SEM-PKG-v1 with native input transformation bundle field mapping worksheet and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-002,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-001,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-002,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-002 MODEL_TOPOLOGY_PARITY,NOT_APPROVED,Native and Apollo topology bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed asymmetric topology model required,Bijective identity map required,PAR-002-TOPO-PKG-v1 with native and Apollo topology bundle incidence mapping worksheet and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-002,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-002,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-003,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-003 MATERIAL_PARITY,NOT_APPROVED,DS-03 source plus native material bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed material model required,Bijective property map required,PAR-003-MAT-PKG-v1 with DS-03 source manifest native material bundle property map and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-007,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-003,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-004,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-004 SUPPORT_PARITY,NOT_APPROVED,Native support and positive-probe bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed rotated-support model required,Bijective support map required,PAR-004-SUP-PKG-v1 with native support positive-probe bundle basis matrices and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-003,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-004,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-005,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-005 MEMBER_STIFFNESS_PARITY,NOT_APPROVED,Native formulation and probe bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed asymmetric member model required,Bijective member/property map required,PAR-005-STIFF-PKG-v1 with native formulation probe bundle member property map and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-003,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-005,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-006,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-006 LOAD_CASE_PARITY,NOT_APPROVED,Native load-case mapping bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed one-case model required,Bijective case/entity map required,PAR-006-CASE-PKG-v1 with native load-case mapping bundle case identity worksheet and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-004,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-006,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-007,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-007 LOAD_COMBINATION_PARITY,NOT_APPROVED,Native combination mapping bundle required,SPACER fixed version REQUIRED,SPACER,DS08_SEMANTIC_SET_MAPPING_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Checksum-fixed asymmetric two-case combination required,Bijective combination map required,PAR-007-COMB-PKG-v1 with native combination mapping bundle coefficient worksheet and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-004,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-007,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
PAR-008,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv,Parity case PAR-008 ANALYSIS_NUMERIC_PARITY,NOT_APPROVED,Three native runs and Apollo result bundle required,SPACER fixed version REQUIRED,SPACER,DS08_NUMERIC_COMPONENT_V1,MUST_BE_CAPTURED_AND_FROZEN,Named valid SPACER entitlement,NOT_APPLICABLE_NOT_SPECIFIED,Approved Golden and parity model required,Approved identity map required,PAR-008-NUM-PKG-v1 with three isolated native run bundles Apollo result bundle and SHA-256 manifest,SHA-256 over executable inputs outputs and retained artifacts,approval_status NOT_APPROVED; primary_blocker PAR-BLK-005,BLOCKS_NUMERIC_RELEASE,docs/apollo/design-standards/08_spacer_parity/parity_case_catalog.csv:PAR-008,mapping_rule->exact_procedure; reference_software->required_software; baseline fields from EA-00 snapshot,EA-04 parity harness; EA-03 SPACER identity runbook; actual capture BLOCKED,NOT_APPROVED; enablement does not approve case,STAGE-04,phase1_status BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT; additional_blockers PAR-BLK-001;PAR-BLK-006
