research_result_id,run_id,package_id,handoff_id,linked_primary_result_id,result_relation,feature_id,manual_id,verification_question,topic,required_source_type,evidence_class,document_id,document_title,document_edition,pdf_filename,pdf_sha256,pdf_page_index,pdf_page_number,printed_page_label,chapter,section,clause,table_id,figure_id,anchor_phrase,located_text_summary,applicability_conditions,exclusions,cross_references,errata_status,historical_status,target_status,ocr_used,manual_image_verified,evidence_image_path,evidence_image_sha256,numeric_content_present,formula_present,table_present,location_status,confidence_status,supervisor_review_status,unresolved_reason,notes
R5B-PKG004-0041,LR-20260726-001,PKG-004-RBS-II,H5A-0180,,,F4-P4-007,MAN-011,対傾構/横構「対傾構骨組み寸法」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構骨組み寸法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0041.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0042,LR-20260726-001,PKG-004-RBS-II,H5A-0182,,,F4-P4-008,MAN-011,対傾構/横構「対傾構水平荷重載荷方法」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構水平荷重載荷方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0042.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0043,LR-20260726-001,PKG-004-RBS-II,H5A-0184,,,F4-P4-009,MAN-011,対傾構/横構「対傾構断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構断面指定,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0043.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0044,LR-20260726-001,PKG-004-RBS-II,H5A-0186,,,F4-P4-010,MAN-011,対傾構/横構「横構断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,lateral_bracing:横構断面指定,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,11章,11.3.3,横構,UNKNOWN,UNKNOWN,横構,11.3.3上横構・下横構・省略条件,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0044.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0045,LR-20260726-001,PKG-004-RBS-II,H5A-0188,,,F4-P4-011,MAN-011,対傾構/横構「BuiltUP断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:BuiltUP断面指定,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0045.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0046,LR-20260726-001,PKG-004-RBS-II,H5A-0190,,,F4-P4-012,MAN-011,対傾構/横構「支点上対傾構横桁形状変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:支点上対傾構横桁形状変更,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0046.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0047,LR-20260726-001,PKG-004-RBS-II,H5A-0192,,,F4-P4-013,MAN-011,対傾構/横構「横構骨組み組み方変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,lateral_bracing:横構骨組み組み方変更,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,11章,11.3.3,横構,UNKNOWN,UNKNOWN,横構,11.3.3上横構・下横構・省略条件,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0047.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0048,LR-20260726-001,PKG-004-RBS-II,H5A-0194,,,F4-P4-014,MAN-011,対傾構/横構「対傾構斜材溶接向き変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構斜材溶接向き変更,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0048.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0049,LR-20260726-001,PKG-004-RBS-II,H5A-0196,,,F4-P4-015,MAN-011,対傾構/横構「対傾構水平荷重受け持ち組数変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構水平荷重受け持ち組数変更,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0049.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0050,LR-20260726-001,PKG-004-RBS-II,H5A-0198,,,F4-P4-016,MAN-011,対傾構/横構「横構配置図作成」の配置・断面・照査に関する道路橋示方書規定を確認する。,lateral_bracing:横構配置図作成,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,11章,11.3.3,横構,UNKNOWN,UNKNOWN,横構,11.3.3上横構・下横構・省略条件,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0050.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0051,LR-20260726-001,PKG-004-RBS-II,H5A-0200,,,F4-P4-017,MAN-011,対傾構/横構「横構細長比一次部材変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,lateral_bracing:横構細長比一次部材変更,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,11章,11.3.3,横構,UNKNOWN,UNKNOWN,横構,11.3.3上横構・下横構・省略条件,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0051.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0052,LR-20260726-001,PKG-004-RBS-II,H5A-0202,,,F4-P4-018,MAN-012,補剛材「支点上補剛材設計」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点上補剛材設計,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0052.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0053,LR-20260726-001,PKG-004-RBS-II,H5A-0203,,,F4-P4-019,MAN-012,補剛材「支点上補剛材入力項目」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点上補剛材入力項目,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0053.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0054,LR-20260726-001,PKG-004-RBS-II,H5A-0204,,,F4-P4-020,MAN-012,補剛材「支点上補剛材グループ番号」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点上補剛材グループ番号,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0054.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0055,LR-20260726-001,PKG-004-RBS-II,H5A-0205,,,F4-P4-021,MAN-012,補剛材「支点上補剛材計算条件」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点上補剛材計算条件,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0055.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0056,LR-20260726-001,PKG-004-RBS-II,H5A-0206,,,F4-P4-022,MAN-012,補剛材「支点上補強リブ照査」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点上補強リブ照査,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0056.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0057,LR-20260726-001,PKG-004-RBS-II,H5A-0207,,,F4-P4-023,MAN-012,補剛材「中間補剛材設計」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,intermediate_stiffener:中間補剛材設計,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,垂直補剛材,UNKNOWN,UNKNOWN,垂直補剛材,5.5.3垂直補剛材配置・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0057.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0058,LR-20260726-001,PKG-004-RBS-II,H5A-0208,,,F4-P4-024,MAN-012,補剛材「中間補剛材格点断面指定」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,intermediate_stiffener:中間補剛材格点断面指定,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,垂直補剛材,UNKNOWN,UNKNOWN,垂直補剛材,5.5.3垂直補剛材配置・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0058.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0059,LR-20260726-001,PKG-004-RBS-II,H5A-0209,,,F4-P4-025,MAN-012,補剛材「中間補剛材計算書書式」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,intermediate_stiffener:中間補剛材計算書書式,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,垂直補剛材,UNKNOWN,UNKNOWN,垂直補剛材,5.5.3垂直補剛材配置・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0059.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0060,LR-20260726-001,PKG-004-RBS-II,H5A-0210,,,F4-P4-026,MAN-012,補剛材「水平補剛材ラップ照査」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,intermediate_stiffener:水平補剛材ラップ照査,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,垂直補剛材,UNKNOWN,UNKNOWN,垂直補剛材,5.5.3垂直補剛材配置・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0060.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0061,LR-20260726-001,PKG-004-RBS-II,H5A-0211,,,F4-P4-027,MAN-012,補剛材「水平補剛材ラップ照査計算書内容」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,intermediate_stiffener:水平補剛材ラップ照査計算書内容,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,垂直補剛材,UNKNOWN,UNKNOWN,垂直補剛材,5.5.3垂直補剛材配置・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0061.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0062,LR-20260726-001,PKG-004-RBS-II,H5A-0212,,,F4-P4-028,MAN-002,床組/横桁「床組設計ボタン説明」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,floor_system:床組設計ボタン説明,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,478,479,-450-,12章,12.1,床組,UNKNOWN,UNKNOWN,床組,12章床組・床版支持系の設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0479_300dpi-R5B-PKG004-0062.png,b36da01343e445d6ecca5fcd0344f80ca04e0758cccf964b335225a7252d43c1,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
