handoff_id,package_id,scope_action,handoff_status,research_result_id,linked_primary_result_id,result_relation,blocking_for_apollo_design,historical_status,target_status,notes
H5A-0221,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0222,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0223,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0224,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0225,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0226,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0227,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0228,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0229,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0230,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0231,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0232,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0233,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0234,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0235,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0236,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0003,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0237,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0004,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0238,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0005,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0239,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0006,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0240,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0007,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0241,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0008,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0242,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0009,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0243,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0244,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0245,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0068,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0246,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0068,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0245
H5A-0247,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0248,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0249,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0250,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0251,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0069,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0252,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0253,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0254,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0010,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0255,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0011,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0256,PKG-003-RBS-I,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG003-0012,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0257,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0258,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0259,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0260,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0261,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0262,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0263,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0264,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0067,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0219
H5A-0265,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0070,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0266,PKG-007-DDB,EXTERNAL_DESIGN_REFERENCE_LOOKUP,RESEARCHED,R5B-PKG007-0004,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0267,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0268,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0269,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0270,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0271,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0272,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
H5A-0273,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0004,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0266
