trace_id,source_record_id,candidate_id,source_type,source_locator,candidate_layer,notes
TR-2307,DWG-ANO-S024-014,DR-481,drawing_annotation,calc_pdf_p26,drawing,
TR-2308,DWG-ANO-S024-015,DR-482,drawing_annotation,calc_pdf_p26,drawing,
TR-2309,DWG-ANO-S024-016,DR-483,drawing_annotation,calc_pdf_p26,drawing,
TR-2310,DWG-ANO-S024-017,DR-484,drawing_annotation,calc_pdf_p26,drawing,
TR-2311,DWG-ANO-S024-018,DR-485,drawing_annotation,calc_pdf_p26,drawing,
TR-2312,DWG-ANO-S024-019,DR-486,drawing_annotation,calc_pdf_p26,drawing,
TR-2313,DWG-ANO-S024-020,DR-487,drawing_annotation,calc_pdf_p26,drawing,
TR-2314,DWG-ANO-S025-005,DR-488,drawing_annotation,calc_pdf_p27,drawing,
TR-2315,DWG-ANO-S025-006,DR-489,drawing_annotation,calc_pdf_p27,drawing,
TR-2316,DWG-ANO-S025-007,DR-490,drawing_annotation,calc_pdf_p27,drawing,
TR-2317,DWG-ANO-S025-008,DR-491,drawing_annotation,calc_pdf_p27,drawing,
TR-2318,DWG-ANO-S025-009,DR-492,drawing_annotation,calc_pdf_p27,drawing,
TR-2319,DWG-ANO-S025-010,DR-493,drawing_annotation,calc_pdf_p27,drawing,
TR-2320,DWG-ANO-S025-011,DR-494,drawing_annotation,calc_pdf_p27,drawing,
TR-2321,DWG-ANO-S025-012,DR-495,drawing_annotation,calc_pdf_p27,drawing,
TR-2322,DWG-ANO-S025-013,DR-496,drawing_annotation,calc_pdf_p27,drawing,
TR-2323,DWG-ANO-S025-014,DR-497,drawing_annotation,calc_pdf_p27,drawing,
TR-2324,DWG-ANO-S025-015,DR-498,drawing_annotation,calc_pdf_p27,drawing,
TR-2325,DWG-ANO-S025-016,DR-499,drawing_annotation,calc_pdf_p27,drawing,
TR-2326,DWG-ANO-S025-017,DR-500,drawing_annotation,calc_pdf_p27,drawing,
TR-2327,DWG-ANO-S025-018,DR-501,drawing_annotation,calc_pdf_p27,drawing,
TR-2328,DWG-ANO-S025-019,DR-502,drawing_annotation,calc_pdf_p27,drawing,
TR-2329,DWG-ANO-S025-020,DR-503,drawing_annotation,calc_pdf_p27,drawing,
TR-2330,DWG-ANO-S026-006,DR-504,drawing_annotation,calc_pdf_p28,drawing,
TR-2331,DWG-ANO-S026-007,DR-505,drawing_annotation,calc_pdf_p28,drawing,
TR-2332,DWG-ANO-S026-008,DR-506,drawing_annotation,calc_pdf_p28,drawing,
TR-2333,DWG-ANO-S026-009,DR-507,drawing_annotation,calc_pdf_p28,drawing,
TR-2334,DWG-ANO-S026-010,DR-508,drawing_annotation,calc_pdf_p28,drawing,
TR-2335,DWG-ANO-S026-011,DR-509,drawing_annotation,calc_pdf_p28,drawing,
TR-2336,DWG-ANO-S026-012,DR-510,drawing_annotation,calc_pdf_p28,drawing,
TR-2337,DWG-ANO-S026-013,DR-511,drawing_annotation,calc_pdf_p28,drawing,
TR-2338,DWG-ANO-S026-014,DR-512,drawing_annotation,calc_pdf_p28,drawing,
TR-2339,DWG-ANO-S026-015,DR-513,drawing_annotation,calc_pdf_p28,drawing,
TR-2340,DWG-ANO-S026-016,DR-514,drawing_annotation,calc_pdf_p28,drawing,
TR-2341,DWG-ANO-S026-017,DR-515,drawing_annotation,calc_pdf_p28,drawing,
TR-2342,DWG-ANO-S026-018,DR-516,drawing_annotation,calc_pdf_p28,drawing,
TR-2343,DWG-ANO-S026-019,DR-517,drawing_annotation,calc_pdf_p28,drawing,
TR-2344,DWG-ANO-S026-020,DR-518,drawing_annotation,calc_pdf_p28,drawing,
TR-2345,DWG-ANO-S026-021,DR-519,drawing_annotation,calc_pdf_p28,drawing,
TR-2346,DWG-ANO-S027-005,DR-520,drawing_annotation,calc_pdf_p29,drawing,
TR-2347,DWG-ANO-S027-006,DR-521,drawing_annotation,calc_pdf_p29,drawing,
TR-2348,DWG-ANO-S027-007,DR-522,drawing_annotation,calc_pdf_p29,drawing,
TR-2349,DWG-ANO-S027-008,DR-523,drawing_annotation,calc_pdf_p29,drawing,
TR-2350,DWG-ANO-S027-009,DR-524,drawing_annotation,calc_pdf_p29,drawing,
TR-2351,DWG-ANO-S027-010,DR-525,drawing_annotation,calc_pdf_p29,drawing,
TR-2352,DWG-ANO-S027-011,DR-526,drawing_annotation,calc_pdf_p29,drawing,
TR-2353,DWG-ANO-S027-012,DR-527,drawing_annotation,calc_pdf_p29,drawing,
TR-2354,DWG-ANO-S027-013,DR-528,drawing_annotation,calc_pdf_p29,drawing,
TR-2355,DWG-ANO-S027-014,DR-529,drawing_annotation,calc_pdf_p29,drawing,
TR-2356,DWG-ANO-S027-015,DR-530,drawing_annotation,calc_pdf_p29,drawing,
TR-2357,DWG-ANO-S027-016,DR-531,drawing_annotation,calc_pdf_p29,drawing,
TR-2358,DWG-ANO-S027-017,DR-532,drawing_annotation,calc_pdf_p29,drawing,
TR-2359,DWG-ANO-S027-018,DR-533,drawing_annotation,calc_pdf_p29,drawing,
TR-2360,DWG-ANO-S027-019,DR-534,drawing_annotation,calc_pdf_p29,drawing,
TR-2361,DWG-ANO-S027-020,DR-535,drawing_annotation,calc_pdf_p29,drawing,
TR-2362,DWG-ANO-S028-005,DR-536,drawing_annotation,calc_pdf_p30,drawing,
TR-2363,DWG-ANO-S028-006,DR-537,drawing_annotation,calc_pdf_p30,drawing,
TR-2364,DWG-ANO-S028-007,DR-538,drawing_annotation,calc_pdf_p30,drawing,
TR-2365,DWG-ANO-S028-008,DR-539,drawing_annotation,calc_pdf_p30,drawing,
TR-2366,DWG-ANO-S028-009,DR-540,drawing_annotation,calc_pdf_p30,drawing,
TR-2367,DWG-ANO-S028-010,DR-541,drawing_annotation,calc_pdf_p30,drawing,
TR-2368,DWG-ANO-S028-011,DR-542,drawing_annotation,calc_pdf_p30,drawing,
TR-2369,DWG-ANO-S028-012,DR-543,drawing_annotation,calc_pdf_p30,drawing,
TR-2370,DWG-ANO-S028-013,DR-544,drawing_annotation,calc_pdf_p30,drawing,
TR-2371,DWG-ANO-S028-014,DR-545,drawing_annotation,calc_pdf_p30,drawing,
TR-2372,DWG-ANO-S028-015,DR-546,drawing_annotation,calc_pdf_p30,drawing,
TR-2373,DWG-ANO-S028-016,DR-547,drawing_annotation,calc_pdf_p30,drawing,
TR-2374,DWG-ANO-S028-017,DR-548,drawing_annotation,calc_pdf_p30,drawing,
TR-2375,DWG-ANO-S028-018,DR-549,drawing_annotation,calc_pdf_p30,drawing,
TR-2376,DWG-ANO-S028-019,DR-550,drawing_annotation,calc_pdf_p30,drawing,
TR-2377,DWG-ANO-S028-020,DR-551,drawing_annotation,calc_pdf_p30,drawing,
TR-2378,DWG-ANO-S029-005,DR-552,drawing_annotation,calc_pdf_p31,drawing,
TR-2379,DWG-ANO-S029-006,DR-553,drawing_annotation,calc_pdf_p31,drawing,
TR-2380,DWG-ANO-S029-007,DR-554,drawing_annotation,calc_pdf_p31,drawing,
TR-2381,DWG-ANO-S029-008,DR-555,drawing_annotation,calc_pdf_p31,drawing,
TR-2382,DWG-ANO-S029-009,DR-556,drawing_annotation,calc_pdf_p31,drawing,
TR-2383,DWG-ANO-S029-010,DR-557,drawing_annotation,calc_pdf_p31,drawing,
TR-2384,DWG-ANO-S029-011,DR-558,drawing_annotation,calc_pdf_p31,drawing,
TR-2385,DWG-ANO-S029-012,DR-559,drawing_annotation,calc_pdf_p31,drawing,
TR-2386,DWG-ANO-S029-013,DR-560,drawing_annotation,calc_pdf_p31,drawing,
TR-2387,DWG-ANO-S029-014,DR-561,drawing_annotation,calc_pdf_p31,drawing,
TR-2388,DWG-ANO-S029-015,DR-562,drawing_annotation,calc_pdf_p31,drawing,
TR-2389,DWG-ANO-S029-016,DR-563,drawing_annotation,calc_pdf_p31,drawing,
TR-2390,DWG-ANO-S029-017,DR-564,drawing_annotation,calc_pdf_p31,drawing,
TR-2391,DWG-ANO-S029-018,DR-565,drawing_annotation,calc_pdf_p31,drawing,
TR-2392,DWG-ANO-S029-019,DR-566,drawing_annotation,calc_pdf_p31,drawing,
TR-2393,DWG-ANO-S029-020,DR-567,drawing_annotation,calc_pdf_p31,drawing,
TR-2394,DWG-ANO-S030-005,DR-568,drawing_annotation,calc_pdf_p32,drawing,
TR-2395,DWG-ANO-S030-006,DR-569,drawing_annotation,calc_pdf_p32,drawing,
TR-2396,DWG-ANO-S030-007,DR-570,drawing_annotation,calc_pdf_p32,drawing,
TR-2397,DWG-ANO-S030-008,DR-571,drawing_annotation,calc_pdf_p32,drawing,
TR-2398,DWG-ANO-S030-009,DR-572,drawing_annotation,calc_pdf_p32,drawing,
TR-2399,DWG-ANO-S030-010,DR-573,drawing_annotation,calc_pdf_p32,drawing,
TR-2400,DWG-ANO-S030-011,DR-574,drawing_annotation,calc_pdf_p32,drawing,
TR-2401,DWG-ANO-S030-012,DR-575,drawing_annotation,calc_pdf_p32,drawing,
TR-2402,DWG-ANO-S030-013,DR-576,drawing_annotation,calc_pdf_p32,drawing,
TR-2403,DWG-ANO-S030-014,DR-577,drawing_annotation,calc_pdf_p32,drawing,
TR-2404,DWG-ANO-S030-015,DR-578,drawing_annotation,calc_pdf_p32,drawing,
TR-2405,DWG-ANO-S030-016,DR-579,drawing_annotation,calc_pdf_p32,drawing,
TR-2406,DWG-ANO-S030-017,DR-580,drawing_annotation,calc_pdf_p32,drawing,
TR-2407,DWG-ANO-S030-018,DR-581,drawing_annotation,calc_pdf_p32,drawing,
TR-2408,DWG-ANO-S030-019,DR-582,drawing_annotation,calc_pdf_p32,drawing,
TR-2409,DWG-ANO-S030-020,DR-583,drawing_annotation,calc_pdf_p32,drawing,
TR-2410,DWG-ANO-S031-005,DR-584,drawing_annotation,calc_pdf_p33,drawing,
TR-2411,DWG-ANO-S031-006,DR-585,drawing_annotation,calc_pdf_p33,drawing,
TR-2412,DWG-ANO-S031-007,DR-586,drawing_annotation,calc_pdf_p33,drawing,
TR-2413,DWG-ANO-S031-008,DR-587,drawing_annotation,calc_pdf_p33,drawing,
TR-2414,DWG-ANO-S031-009,DR-588,drawing_annotation,calc_pdf_p33,drawing,
TR-2415,DWG-ANO-S031-010,DR-589,drawing_annotation,calc_pdf_p33,drawing,
TR-2416,DWG-ANO-S031-011,DR-590,drawing_annotation,calc_pdf_p33,drawing,
TR-2417,DWG-ANO-S031-012,DR-591,drawing_annotation,calc_pdf_p33,drawing,
TR-2418,DWG-ANO-S031-013,DR-592,drawing_annotation,calc_pdf_p33,drawing,
TR-2419,DWG-ANO-S031-014,DR-593,drawing_annotation,calc_pdf_p33,drawing,
TR-2420,DWG-ANO-S031-015,DR-594,drawing_annotation,calc_pdf_p33,drawing,
TR-2421,DWG-ANO-S031-016,DR-595,drawing_annotation,calc_pdf_p33,drawing,
TR-2422,DWG-ANO-S031-017,DR-596,drawing_annotation,calc_pdf_p33,drawing,
TR-2423,DWG-ANO-S031-018,DR-597,drawing_annotation,calc_pdf_p33,drawing,
TR-2424,DWG-ANO-S031-019,DR-598,drawing_annotation,calc_pdf_p33,drawing,
TR-2425,DWG-ANO-S031-020,DR-599,drawing_annotation,calc_pdf_p33,drawing,
TR-2426,DWG-ANO-S032-005,DR-600,drawing_annotation,calc_pdf_p34,drawing,
TR-2427,DWG-ANO-S032-006,DR-601,drawing_annotation,calc_pdf_p34,drawing,
TR-2428,DWG-ANO-S032-007,DR-602,drawing_annotation,calc_pdf_p34,drawing,
TR-2429,DWG-ANO-S032-008,DR-603,drawing_annotation,calc_pdf_p34,drawing,
TR-2430,DWG-ANO-S032-009,DR-604,drawing_annotation,calc_pdf_p34,drawing,
TR-2431,DWG-ANO-S032-010,DR-605,drawing_annotation,calc_pdf_p34,drawing,
TR-2432,DWG-ANO-S032-011,DR-606,drawing_annotation,calc_pdf_p34,drawing,
TR-2433,DWG-ANO-S032-012,DR-607,drawing_annotation,calc_pdf_p34,drawing,
TR-2434,DWG-ANO-S032-013,DR-608,drawing_annotation,calc_pdf_p34,drawing,
TR-2435,DWG-ANO-S032-014,DR-609,drawing_annotation,calc_pdf_p34,drawing,
TR-2436,DWG-ANO-S032-015,DR-610,drawing_annotation,calc_pdf_p34,drawing,
TR-2437,DWG-ANO-S032-016,DR-611,drawing_annotation,calc_pdf_p34,drawing,
TR-2438,DWG-ANO-S032-017,DR-612,drawing_annotation,calc_pdf_p34,drawing,
TR-2439,DWG-ANO-S032-018,DR-613,drawing_annotation,calc_pdf_p34,drawing,
TR-2440,DWG-ANO-S032-019,DR-614,drawing_annotation,calc_pdf_p34,drawing,
TR-2441,DWG-ANO-S032-020,DR-615,drawing_annotation,calc_pdf_p34,drawing,
TR-2442,DWG-ANO-S033-005,DR-616,drawing_annotation,calc_pdf_p35,drawing,
TR-2443,DWG-ANO-S033-006,DR-617,drawing_annotation,calc_pdf_p35,drawing,
TR-2444,DWG-ANO-S033-007,DR-618,drawing_annotation,calc_pdf_p35,drawing,
TR-2445,DWG-ANO-S033-008,DR-619,drawing_annotation,calc_pdf_p35,drawing,
TR-2446,DWG-ANO-S033-009,DR-620,drawing_annotation,calc_pdf_p35,drawing,
TR-2447,DWG-ANO-S033-010,DR-621,drawing_annotation,calc_pdf_p35,drawing,
TR-2448,DWG-ANO-S033-011,DR-622,drawing_annotation,calc_pdf_p35,drawing,
TR-2449,DWG-ANO-S033-012,DR-623,drawing_annotation,calc_pdf_p35,drawing,
TR-2450,DWG-ANO-S033-013,DR-624,drawing_annotation,calc_pdf_p35,drawing,
TR-2451,DWG-ANO-S033-014,DR-625,drawing_annotation,calc_pdf_p35,drawing,
TR-2452,DWG-ANO-S033-015,DR-626,drawing_annotation,calc_pdf_p35,drawing,
TR-2453,DWG-ANO-S033-016,DR-627,drawing_annotation,calc_pdf_p35,drawing,
TR-2454,DWG-ANO-S033-017,DR-628,drawing_annotation,calc_pdf_p35,drawing,
TR-2455,DWG-ANO-S033-018,DR-629,drawing_annotation,calc_pdf_p35,drawing,
TR-2456,DWG-ANO-S033-019,DR-630,drawing_annotation,calc_pdf_p35,drawing,
TR-2457,DWG-ANO-S033-020,DR-631,drawing_annotation,calc_pdf_p35,drawing,
TR-2458,DWG-ANO-S034-005,DR-632,drawing_annotation,calc_pdf_p36,drawing,
TR-2459,DWG-ANO-S034-006,DR-633,drawing_annotation,calc_pdf_p36,drawing,
TR-2460,DWG-ANO-S034-007,DR-634,drawing_annotation,calc_pdf_p36,drawing,
TR-2461,DWG-ANO-S034-008,DR-635,drawing_annotation,calc_pdf_p36,drawing,
TR-2462,DWG-ANO-S034-009,DR-636,drawing_annotation,calc_pdf_p36,drawing,
TR-2463,DWG-ANO-S034-010,DR-637,drawing_annotation,calc_pdf_p36,drawing,
TR-2464,DWG-ANO-S034-011,DR-638,drawing_annotation,calc_pdf_p36,drawing,
TR-2465,DWG-ANO-S034-012,DR-639,drawing_annotation,calc_pdf_p36,drawing,
TR-2466,DWG-ANO-S034-013,DR-640,drawing_annotation,calc_pdf_p36,drawing,
TR-2467,DWG-ANO-S034-014,DR-641,drawing_annotation,calc_pdf_p36,drawing,
TR-2468,DWG-ANO-S034-015,DR-642,drawing_annotation,calc_pdf_p36,drawing,
TR-2469,DWG-ANO-S034-016,DR-643,drawing_annotation,calc_pdf_p36,drawing,
TR-2470,DWG-ANO-S034-017,DR-644,drawing_annotation,calc_pdf_p36,drawing,
TR-2471,DWG-ANO-S034-018,DR-645,drawing_annotation,calc_pdf_p36,drawing,
TR-2472,DWG-ANO-S034-019,DR-646,drawing_annotation,calc_pdf_p36,drawing,
TR-2473,DWG-ANO-S034-020,DR-647,drawing_annotation,calc_pdf_p36,drawing,
TR-2474,DWG-ANO-S035-005,DR-648,drawing_annotation,calc_pdf_p37,drawing,
TR-2475,DWG-ANO-S035-006,DR-649,drawing_annotation,calc_pdf_p37,drawing,
TR-2476,DWG-ANO-S035-007,DR-650,drawing_annotation,calc_pdf_p37,drawing,
TR-2477,DWG-ANO-S035-008,DR-651,drawing_annotation,calc_pdf_p37,drawing,
TR-2478,DWG-ANO-S035-009,DR-652,drawing_annotation,calc_pdf_p37,drawing,
TR-2479,DWG-ANO-S035-010,DR-653,drawing_annotation,calc_pdf_p37,drawing,
TR-2480,DWG-ANO-S035-011,DR-654,drawing_annotation,calc_pdf_p37,drawing,
TR-2481,DWG-ANO-S035-012,DR-655,drawing_annotation,calc_pdf_p37,drawing,
TR-2482,DWG-ANO-S035-013,DR-656,drawing_annotation,calc_pdf_p37,drawing,
TR-2483,DWG-ANO-S035-014,DR-657,drawing_annotation,calc_pdf_p37,drawing,
TR-2484,DWG-ANO-S035-015,DR-658,drawing_annotation,calc_pdf_p37,drawing,
TR-2485,DWG-ANO-S035-016,DR-659,drawing_annotation,calc_pdf_p37,drawing,
TR-2486,DWG-ANO-S035-017,DR-660,drawing_annotation,calc_pdf_p37,drawing,
TR-2487,DWG-ANO-S035-018,DR-661,drawing_annotation,calc_pdf_p37,drawing,
TR-2488,DWG-ANO-S035-019,DR-662,drawing_annotation,calc_pdf_p37,drawing,
TR-2489,DWG-ANO-S035-020,DR-663,drawing_annotation,calc_pdf_p37,drawing,
TR-2490,DWG-ANO-S036-005,DR-664,drawing_annotation,calc_pdf_p38,drawing,
TR-2491,DWG-ANO-S036-006,DR-665,drawing_annotation,calc_pdf_p38,drawing,
TR-2492,DWG-ANO-S036-007,DR-666,drawing_annotation,calc_pdf_p38,drawing,
TR-2493,DWG-ANO-S036-008,DR-667,drawing_annotation,calc_pdf_p38,drawing,
TR-2494,DWG-ANO-S036-009,DR-668,drawing_annotation,calc_pdf_p38,drawing,
TR-2495,DWG-ANO-S036-010,DR-669,drawing_annotation,calc_pdf_p38,drawing,
TR-2496,DWG-ANO-S036-011,DR-670,drawing_annotation,calc_pdf_p38,drawing,
TR-2497,DWG-ANO-S036-012,DR-671,drawing_annotation,calc_pdf_p38,drawing,
TR-2498,DWG-ANO-S036-013,DR-672,drawing_annotation,calc_pdf_p38,drawing,
TR-2499,DWG-ANO-S036-014,DR-673,drawing_annotation,calc_pdf_p38,drawing,
TR-2500,DWG-ANO-S036-015,DR-674,drawing_annotation,calc_pdf_p38,drawing,
TR-2501,DWG-ANO-S036-016,DR-675,drawing_annotation,calc_pdf_p38,drawing,
TR-2502,DWG-ANO-S036-017,DR-676,drawing_annotation,calc_pdf_p38,drawing,
TR-2503,DWG-ANO-S036-018,DR-677,drawing_annotation,calc_pdf_p38,drawing,
TR-2504,DWG-ANO-S036-019,DR-678,drawing_annotation,calc_pdf_p38,drawing,
TR-2505,DWG-ANO-S036-020,DR-679,drawing_annotation,calc_pdf_p38,drawing,
TR-2506,DWG-ANO-S037-005,DR-680,drawing_annotation,calc_pdf_p39,drawing,
TR-2507,DWG-ANO-S037-006,DR-681,drawing_annotation,calc_pdf_p39,drawing,
TR-2508,DWG-ANO-S037-007,DR-682,drawing_annotation,calc_pdf_p39,drawing,
TR-2509,DWG-ANO-S037-008,DR-683,drawing_annotation,calc_pdf_p39,drawing,
TR-2510,DWG-ANO-S037-009,DR-684,drawing_annotation,calc_pdf_p39,drawing,
TR-2511,DWG-ANO-S037-010,DR-685,drawing_annotation,calc_pdf_p39,drawing,
TR-2512,DWG-ANO-S037-011,DR-686,drawing_annotation,calc_pdf_p39,drawing,
TR-2513,DWG-ANO-S037-012,DR-687,drawing_annotation,calc_pdf_p39,drawing,
TR-2514,DWG-ANO-S037-013,DR-688,drawing_annotation,calc_pdf_p39,drawing,
TR-2515,DWG-ANO-S037-014,DR-689,drawing_annotation,calc_pdf_p39,drawing,
TR-2516,DWG-ANO-S037-015,DR-690,drawing_annotation,calc_pdf_p39,drawing,
TR-2517,DWG-ANO-S037-016,DR-691,drawing_annotation,calc_pdf_p39,drawing,
TR-2518,DWG-ANO-S037-017,DR-692,drawing_annotation,calc_pdf_p39,drawing,
TR-2519,DWG-ANO-S037-018,DR-693,drawing_annotation,calc_pdf_p39,drawing,
TR-2520,DWG-ANO-S037-019,DR-694,drawing_annotation,calc_pdf_p39,drawing,
TR-2521,DWG-ANO-S037-020,DR-695,drawing_annotation,calc_pdf_p39,drawing,
TR-2522,DWG-ANO-S038-005,DR-696,drawing_annotation,calc_pdf_p40,drawing,
TR-2523,DWG-ANO-S038-006,DR-697,drawing_annotation,calc_pdf_p40,drawing,
TR-2524,DWG-ANO-S038-007,DR-698,drawing_annotation,calc_pdf_p40,drawing,
TR-2525,DWG-ANO-S038-008,DR-699,drawing_annotation,calc_pdf_p40,drawing,
TR-2526,DWG-ANO-S038-009,DR-700,drawing_annotation,calc_pdf_p40,drawing,
TR-2527,DWG-ANO-S038-010,DR-701,drawing_annotation,calc_pdf_p40,drawing,
TR-2528,DWG-ANO-S038-011,DR-702,drawing_annotation,calc_pdf_p40,drawing,
TR-2529,DWG-ANO-S038-012,DR-703,drawing_annotation,calc_pdf_p40,drawing,
TR-2530,DWG-ANO-S038-013,DR-704,drawing_annotation,calc_pdf_p40,drawing,
TR-2531,DWG-ANO-S038-014,DR-705,drawing_annotation,calc_pdf_p40,drawing,
TR-2532,DWG-ANO-S038-015,DR-706,drawing_annotation,calc_pdf_p40,drawing,
TR-2533,DWG-ANO-S038-016,DR-707,drawing_annotation,calc_pdf_p40,drawing,
TR-2534,DWG-ANO-S038-017,DR-708,drawing_annotation,calc_pdf_p40,drawing,
TR-2535,DWG-ANO-S038-018,DR-709,drawing_annotation,calc_pdf_p40,drawing,
TR-2536,DWG-ANO-S038-019,DR-710,drawing_annotation,calc_pdf_p40,drawing,
TR-2537,DWG-ANO-S038-020,DR-711,drawing_annotation,calc_pdf_p40,drawing,
TR-2538,DWG-ANO-S045-001,DR-1053,drawing_annotation,calc_pdf_p47,drawing,
TR-2539,DWG-ANO-S045-002,DR-1054,drawing_annotation,calc_pdf_p47,drawing,
TR-2540,DWG-ANO-S045-003,DR-1055,drawing_annotation,calc_pdf_p47,drawing,
TR-2541,DWG-ANO-S045-004,DR-1056,drawing_annotation,calc_pdf_p47,drawing,
TR-2542,DWG-ANO-S045-005,DR-1057,drawing_annotation,calc_pdf_p47,drawing,
TR-2543,DWG-ANO-S045-006,DR-1058,drawing_annotation,calc_pdf_p47,drawing,
TR-2544,DWG-ANO-S045-007,DR-1059,drawing_annotation,calc_pdf_p47,drawing,
TR-2545,DWG-ANO-S045-008,DR-1060,drawing_annotation,calc_pdf_p47,drawing,
TR-2546,DWG-ANO-S045-009,DR-1061,drawing_annotation,calc_pdf_p47,drawing,
TR-2547,DWG-ANO-S045-010,DR-1062,drawing_annotation,calc_pdf_p47,drawing,
TR-2548,DWG-ANO-S045-011,DR-1063,drawing_annotation,calc_pdf_p47,drawing,
TR-2549,DWG-ANO-S045-012,DR-1064,drawing_annotation,calc_pdf_p47,drawing,
TR-2550,DWG-ANO-S045-013,DR-1065,drawing_annotation,calc_pdf_p47,drawing,
TR-2551,DWG-ANO-S045-014,DR-1066,drawing_annotation,calc_pdf_p47,drawing,
TR-2552,DWG-ANO-S045-015,DR-1067,drawing_annotation,calc_pdf_p47,drawing,
TR-2553,DWG-ANO-S045-016,DR-1068,drawing_annotation,calc_pdf_p47,drawing,
TR-2554,DWG-ANO-S045-017,DR-1069,drawing_annotation,calc_pdf_p47,drawing,
TR-2555,DWG-ANO-S045-018,DR-1070,drawing_annotation,calc_pdf_p47,drawing,
TR-2556,DWG-ANO-S045-019,DR-1071,drawing_annotation,calc_pdf_p47,drawing,
TR-2557,DWG-ANO-S045-020,DR-1072,drawing_annotation,calc_pdf_p47,drawing,
TR-2558,DWG-ANO-S045-021,DR-1073,drawing_annotation,calc_pdf_p47,drawing,
TR-2559,DWG-ANO-S045-022,DR-1074,drawing_annotation,calc_pdf_p47,drawing,
TR-2560,DWG-ANO-S045-023,DR-1075,drawing_annotation,calc_pdf_p47,drawing,
TR-2561,DWG-ANO-S045-024,DR-1076,drawing_annotation,calc_pdf_p47,drawing,
TR-2562,DWG-ANO-S045-025,DR-1077,drawing_annotation,calc_pdf_p47,drawing,
TR-2563,DWG-ANO-S045-026,DR-1078,drawing_annotation,calc_pdf_p47,drawing,
TR-2564,DWG-ANO-S046-001,DR-1079,drawing_annotation,calc_pdf_p48,drawing,
TR-2565,DWG-ANO-S046-002,DR-1080,drawing_annotation,calc_pdf_p48,drawing,
TR-2566,DWG-ANO-S046-003,DR-1081,drawing_annotation,calc_pdf_p48,drawing,
TR-2567,DWG-ANO-S047-001,DR-1082,drawing_annotation,calc_pdf_p49,drawing,
TR-2568,DWG-ANO-S047-002,DR-1083,drawing_annotation,calc_pdf_p49,drawing,
TR-2569,DWG-ANO-S047-003,DR-1084,drawing_annotation,calc_pdf_p49,drawing,
TR-2570,DWG-ANO-S047-004,DR-1085,drawing_annotation,calc_pdf_p49,drawing,
TR-2571,DWG-ANO-S047-005,DR-1086,drawing_annotation,calc_pdf_p49,drawing,
TR-2572,DWG-ANO-S047-006,DR-1087,drawing_annotation,calc_pdf_p49,drawing,
TR-2573,DWG-ANO-S047-007,DR-1088,drawing_annotation,calc_pdf_p49,drawing,
TR-2574,DWG-ANO-S047-008,DR-1089,drawing_annotation,calc_pdf_p49,drawing,
TR-2575,DWG-ANO-S049-001,DR-1090,drawing_annotation,calc_pdf_p51,drawing,
TR-2576,DWG-ANO-S049-002,DR-1091,drawing_annotation,calc_pdf_p51,drawing,
TR-2577,DWG-ANO-S049-003,DR-1092,drawing_annotation,calc_pdf_p51,drawing,
TR-2578,DWG-ANO-S049-004,DR-1093,drawing_annotation,calc_pdf_p51,drawing,
TR-2579,DWG-ANO-S049-005,DR-1094,drawing_annotation,calc_pdf_p51,drawing,
TR-2580,DWG-ANO-S049-006,DR-1095,drawing_annotation,calc_pdf_p51,drawing,
TR-2581,DWG-ANO-S049-007,DR-1096,drawing_annotation,calc_pdf_p51,drawing,
TR-2582,DWG-ANO-S049-008,DR-1097,drawing_annotation,calc_pdf_p51,drawing,
TR-2583,DWG-ANO-S050-001,DR-1098,drawing_annotation,calc_pdf_p52,drawing,
TR-2584,DWG-ANO-S050-002,DR-1099,drawing_annotation,calc_pdf_p52,drawing,
TR-2585,DWG-ANO-S051-001,DR-1100,drawing_annotation,calc_pdf_p53,drawing,
TR-2586,DWG-ANO-S052-001,DR-1101,drawing_annotation,calc_pdf_p54,drawing,
TR-2587,DWG-ANO-S053-001,DR-1102,drawing_annotation,calc_pdf_p55,drawing,
TR-2588,DWG-ANO-S054-001,DR-1103,drawing_annotation,calc_pdf_p56,drawing,
TR-2589,DWG-ANO-S055-001,DR-1104,drawing_annotation,calc_pdf_p57,drawing,
TR-2590,DWG-ANO-S056-001,DR-1105,drawing_annotation,calc_pdf_p58,drawing,
TR-2591,DWG-ANO-S057-001,DR-1106,drawing_annotation,calc_pdf_p59,drawing,
TR-2592,DWG-ANO-S058-001,DR-1107,drawing_annotation,calc_pdf_p60,drawing,
TR-2593,DWG-ANO-S058-002,DR-1108,drawing_annotation,calc_pdf_p60,drawing,
TR-2594,DWG-ANO-S058-003,DR-1109,drawing_annotation,calc_pdf_p60,drawing,
TR-2595,DWG-ANO-S058-004,DR-1110,drawing_annotation,calc_pdf_p60,drawing,
TR-2596,DWG-ANO-S061-001,DR-1111,drawing_annotation,calc_pdf_p63,drawing,
TR-2597,DWG-ANO-S061-002,DR-1112,drawing_annotation,calc_pdf_p63,drawing,
TR-2598,DWG-ANO-S061-003,DR-1113,drawing_annotation,calc_pdf_p63,drawing,
TR-2599,DWG-ANO-S061-004,DR-1114,drawing_annotation,calc_pdf_p63,drawing,
TR-2600,DWG-ANO-S061-005,DR-1115,drawing_annotation,calc_pdf_p63,drawing,
TR-2601,DWG-ANO-S061-006,DR-1116,drawing_annotation,calc_pdf_p63,drawing,
