時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
22.7500000000008,58.870 ,7.346 ,-4.805 ,35.017 ,-11.827 ,9.304 ,-17.613 ,13.356 ,39.910 
22.7600000000008,64.865 ,7.542 ,2.235 ,33.748 ,-9.840 ,8.687 ,-17.432 ,14.492 ,39.504 
22.7700000000008,68.370 ,7.514 ,6.749 ,32.418 ,-8.094 ,6.698 ,-17.520 ,14.656 ,39.359 
22.7800000000008,65.016 ,3.773 ,8.487 ,31.111 ,-6.551 ,5.380 ,-17.765 ,13.815 ,39.679 
22.7900000000008,58.971 ,0.556 ,6.920 ,29.986 ,-5.212 ,4.876 ,-17.802 ,12.071 ,39.487 
22.8000000000008,46.890 ,-3.306 ,2.408 ,29.111 ,-4.057 ,2.796 ,-17.619 ,9.818 ,39.370 
22.8100000000008,32.440 ,-7.266 ,-3.891 ,28.420 ,-2.941 ,-0.441 ,-17.482 ,7.142 ,39.091 
22.8200000000008,16.305 ,-8.860 ,-10.840 ,27.818 ,-1.779 ,-2.796 ,-17.498 ,3.918 ,39.298 
22.8300000000008,0.064 ,-10.442 ,-17.478 ,27.317 ,-0.306 ,-4.838 ,-17.358 ,0.756 ,39.524 
22.8400000000008,-14.027 ,-10.976 ,-22.944 ,26.943 ,1.329 ,-6.359 ,-16.847 ,-2.334 ,39.694 
22.8500000000008,-26.854 ,-11.457 ,-26.982 ,26.573 ,3.057 ,-7.028 ,-16.312 ,-5.232 ,39.365 
22.8600000000008,-35.196 ,-12.108 ,-30.498 ,26.033 ,4.646 ,-7.930 ,-15.818 ,-7.725 ,39.217 
22.8700000000008,-42.582 ,-13.183 ,-34.537 ,25.089 ,5.748 ,-8.847 ,-15.165 ,-9.609 ,39.352 
22.8800000000008,-46.292 ,-14.076 ,-39.280 ,23.820 ,6.805 ,-8.173 ,-14.678 ,-11.538 ,39.403 
22.8900000000008,-48.478 ,-14.899 ,-44.413 ,22.344 ,7.917 ,-6.231 ,-14.207 ,-13.180 ,39.607 
22.9000000000008,-49.248 ,-16.228 ,-49.801 ,20.604 ,8.888 ,-5.262 ,-13.364 ,-14.665 ,39.336 
22.9100000000008,-48.122 ,-16.687 ,-54.877 ,18.583 ,9.814 ,-4.527 ,-12.834 ,-15.463 ,38.958 
22.9200000000008,-45.187 ,-18.397 ,-57.889 ,16.435 ,11.085 ,-4.655 ,-12.834 ,-16.009 ,38.604 
22.9300000000008,-40.708 ,-19.899 ,-57.649 ,14.248 ,13.019 ,-3.718 ,-12.668 ,-16.704 ,38.907 
22.9400000000008,-33.245 ,-20.935 ,-54.021 ,12.014 ,15.120 ,-3.386 ,-12.435 ,-17.113 ,38.914 
22.9500000000008,-24.302 ,-22.968 ,-46.692 ,9.845 ,17.133 ,-3.880 ,-12.646 ,-17.301 ,38.307 
22.9600000000008,-13.499 ,-23.381 ,-36.966 ,7.901 ,19.036 ,-6.015 ,-13.131 ,-16.649 ,37.597 
22.9700000000008,-1.377 ,-23.670 ,-27.409 ,5.888 ,20.748 ,-8.492 ,-13.499 ,-15.935 ,37.487 
22.9800000000008,10.569 ,-23.745 ,-18.995 ,3.612 ,22.395 ,-9.464 ,-14.119 ,-15.394 ,37.640 
22.9900000000008,23.043 ,-22.076 ,-12.716 ,1.277 ,23.875 ,-10.923 ,-15.231 ,-14.879 ,37.547 
23.0000000000008,33.516 ,-19.904 ,-10.450 ,-1.127 ,25.195 ,-12.713 ,-16.117 ,-14.210 ,37.057 
23.0100000000008,42.797 ,-16.830 ,-12.423 ,-3.913 ,26.596 ,-14.345 ,-16.983 ,-13.140 ,36.108 
23.0200000000008,49.281 ,-11.726 ,-17.332 ,-7.147 ,28.362 ,-15.189 ,-18.335 ,-12.283 ,35.749 
23.0300000000008,53.231 ,-6.954 ,-23.888 ,-11.058 ,30.657 ,-14.299 ,-19.577 ,-12.235 ,35.878 
23.0400000000008,53.511 ,0.079 ,-30.723 ,-15.487 ,32.876 ,-12.371 ,-20.816 ,-12.496 ,35.455 
23.0500000000008,51.669 ,6.640 ,-36.188 ,-20.142 ,34.855 ,-11.132 ,-22.050 ,-12.333 ,33.855 
23.0600000000008,45.870 ,12.464 ,-38.961 ,-25.167 ,36.688 ,-9.693 ,-22.790 ,-11.999 ,32.117 
23.0700000000008,38.784 ,17.768 ,-38.315 ,-30.693 ,38.290 ,-6.839 ,-23.767 ,-12.264 ,31.087 
23.0800000000008,31.128 ,19.899 ,-33.816 ,-36.527 ,39.321 ,-3.676 ,-24.848 ,-13.472 ,30.553 
23.0900000000008,22.496 ,21.092 ,-25.556 ,-42.172 ,39.561 ,-1.311 ,-25.261 ,-14.278 ,28.585 
23.1000000000008,15.891 ,18.242 ,-14.652 ,-47.371 ,39.549 ,0.179 ,-25.574 ,-14.633 ,25.709 
23.1100000000008,9.230 ,14.526 ,-2.932 ,-52.130 ,39.289 ,1.115 ,-25.836 ,-15.258 ,23.407 
23.1200000000008,4.193 ,7.677 ,7.946 ,-56.439 ,38.752 ,2.477 ,-25.819 ,-16.015 ,22.184 
23.1300000000008,-0.089 ,0.918 ,16.548 ,-60.117 ,38.201 ,2.129 ,-25.929 ,-17.104 ,20.661 
23.1400000000008,-4.014 ,-4.805 ,21.339 ,-62.683 ,37.470 ,1.130 ,-25.902 ,-17.011 ,17.872 
23.1500000000008,-8.136 ,-10.065 ,21.471 ,-64.029 ,36.625 ,0.571 ,-25.496 ,-16.346 ,15.261 
23.1600000000008,-12.021 ,-10.890 ,16.976 ,-64.491 ,35.575 ,-1.218 ,-25.146 ,-15.465 ,13.858 
23.1700000000008,-16.472 ,-11.361 ,8.428 ,-64.241 ,34.399 ,-3.476 ,-25.005 ,-14.582 ,12.804 
23.1800000000008,-20.394 ,-7.584 ,-2.753 ,-63.287 ,33.191 ,-5.620 ,-24.853 ,-12.928 ,11.501 
23.1900000000008,-23.310 ,-2.953 ,-14.985 ,-61.462 ,31.631 ,-6.611 ,-24.635 ,-11.106 ,9.723 
23.2000000000008,-25.727 ,2.029 ,-27.031 ,-58.885 ,30.073 ,-7.983 ,-24.418 ,-9.268 ,8.853 
23.2100000000008,-26.260 ,8.034 ,-38.046 ,-56.027 ,28.872 ,-10.217 ,-24.144 ,-7.938 ,8.142 
23.2200000000008,-24.906 ,12.508 ,-47.896 ,-53.244 ,27.934 ,-11.607 ,-24.004 ,-6.733 ,7.764 
23.2300000000008,-21.970 ,17.123 ,-56.305 ,-50.452 ,27.041 ,-11.595 ,-24.066 ,-6.353 ,6.936 
23.2400000000008,-17.357 ,21.330 ,-63.000 ,-47.345 ,26.248 ,-11.312 ,-23.934 ,-6.214 ,6.149 
23.2500000000008,-11.743 ,24.710 ,-68.433 ,-44.335 ,25.597 ,-11.913 ,-23.640 ,-6.578 ,5.105 
23.2600000000008,-6.444 ,26.652 ,-72.596 ,-41.923 ,25.030 ,-11.866 ,-23.382 ,-6.827 ,3.685 
23.2700000000008,-0.735 ,27.401 ,-74.857 ,-40.109 ,24.149 ,-10.420 ,-23.123 ,-7.403 ,2.556 
23.2800000000008,3.405 ,25.734 ,-74.506 ,-38.717 ,22.860 ,-9.735 ,-22.995 ,-7.846 ,1.024 
23.2900000000008,7.459 ,22.799 ,-70.687 ,-37.734 ,21.493 ,-8.589 ,-22.866 ,-7.492 ,-1.225 
23.3000000000008,10.251 ,17.690 ,-63.026 ,-37.357 ,20.281 ,-6.968 ,-22.429 ,-6.548 ,-3.504 
23.3100000000008,12.292 ,12.032 ,-51.989 ,-37.747 ,19.163 ,-5.997 ,-21.892 ,-5.150 ,-5.593 
23.3200000000008,15.116 ,6.522 ,-38.693 ,-38.781 ,18.232 ,-5.256 ,-21.688 ,-2.737 ,-7.679 
23.3300000000008,17.564 ,1.576 ,-24.059 ,-40.216 ,17.643 ,-4.606 ,-21.626 ,-0.302 ,-9.645 
23.3400000000009,21.158 ,-1.506 ,-8.846 ,-41.828 ,17.453 ,-3.937 ,-21.199 ,2.425 ,-11.313 
23.3500000000009,25.106 ,-4.287 ,4.862 ,-43.646 ,17.631 ,-3.464 ,-20.674 ,5.481 ,-12.959 
23.3600000000009,29.939 ,-5.655 ,14.961 ,-45.641 ,17.838 ,-4.561 ,-20.372 ,7.872 ,-14.359 
23.3700000000009,34.049 ,-7.508 ,20.839 ,-47.569 ,17.789 ,-5.690 ,-20.057 ,9.712 ,-14.936 
23.3800000000009,38.685 ,-9.186 ,21.977 ,-49.118 ,17.570 ,-6.909 ,-19.794 ,10.281 ,-15.161 
23.3900000000009,41.328 ,-11.359 ,18.073 ,-50.100 ,17.170 ,-7.508 ,-19.498 ,10.410 ,-15.294 
23.4000000000009,41.297 ,-13.815 ,9.400 ,-50.647 ,16.597 ,-8.120 ,-18.958 ,9.754 ,-15.856 
23.4100000000009,39.038 ,-16.239 ,-3.731 ,-50.679 ,15.845 ,-10.068 ,-18.539 ,8.463 ,-15.811 
23.4200000000009,32.536 ,-18.923 ,-19.600 ,-50.065 ,15.025 ,-10.662 ,-18.269 ,6.698 ,-15.231 
23.4300000000009,24.046 ,-20.906 ,-34.996 ,-48.907 ,14.336 ,-10.339 ,-17.887 ,4.995 ,-14.691 
23.4400000000009,12.267 ,-23.144 ,-47.439 ,-47.275 ,13.667 ,-8.284 ,-17.553 ,3.715 ,-14.871 
23.4500000000009,-0.358 ,-24.590 ,-55.443 ,-45.304 ,13.169 ,-6.574 ,-17.167 ,2.916 ,-14.819 
23.4600000000009,-12.951 ,-26.060 ,-57.379 ,-43.007 ,12.506 ,-4.949 ,-16.542 ,2.357 ,-14.549 
23.4700000000009,-24.590 ,-26.834 ,-52.393 ,-40.442 ,11.445 ,-2.122 ,-16.064 ,2.143 ,-13.889 
23.4800000000009,-33.653 ,-25.319 ,-41.795 ,-37.716 ,10.442 ,2.841 ,-15.816 ,1.935 ,-13.486 
23.4900000000009,-40.339 ,-23.050 ,-27.859 ,-34.931 ,9.261 ,7.470 ,-15.312 ,1.840 ,-13.319 
23.5000000000009,-44.119 ,-17.127 ,-13.359 ,-31.836 ,7.912 ,11.156 ,-14.570 ,1.214 ,-13.005 
23.5100000000009,-45.443 ,-10.619 ,-1.864 ,-28.382 ,6.683 ,14.692 ,-13.909 ,0.022 ,-12.354 
23.5200000000009,-43.831 ,-1.765 ,5.029 ,-24.893 ,5.603 ,18.944 ,-13.306 ,-1.843 ,-11.536 
23.5300000000009,-40.401 ,7.384 ,7.748 ,-21.545 ,4.738 ,22.367 ,-12.768 ,-4.031 ,-11.077 
23.5400000000009,-34.758 ,16.166 ,6.305 ,-18.118 ,3.818 ,25.268 ,-12.189 ,-6.560 ,-10.788 
23.5500000000009,-27.540 ,24.628 ,2.406 ,-14.503 ,3.055 ,26.793 ,-11.399 ,-9.201 ,-10.698 
23.5600000000009,-18.142 ,31.202 ,-0.866 ,-11.037 ,2.079 ,26.976 ,-10.657 ,-11.529 ,-10.381 
23.5700000000009,-7.741 ,37.149 ,-2.405 ,-7.992 ,0.754 ,26.559 ,-10.080 ,-13.277 ,-10.604 
23.5800000000009,4.437 ,41.644 ,-1.447 ,-5.371 ,-0.715 ,26.000 ,-9.486 ,-14.336 ,-11.098 
23.5900000000009,16.965 ,45.561 ,2.601 ,-2.775 ,-2.320 ,24.957 ,-8.871 ,-14.806 ,-11.414 
23.6000000000009,29.406 ,47.940 ,7.564 ,-0.136 ,-3.760 ,21.809 ,-8.125 ,-14.121 ,-12.414 
23.6100000000009,41.548 ,49.122 ,10.739 ,2.402 ,-4.759 ,18.222 ,-7.191 ,-12.974 ,-13.408 
23.6200000000009,51.550 ,48.040 ,11.266 ,4.637 ,-5.244 ,15.697 ,-6.424 ,-11.622 ,-14.099 
23.6300000000009,59.580 ,45.573 ,8.739 ,6.885 ,-5.209 ,12.774 ,-5.885 ,-10.080 ,-14.372 
23.6400000000009,63.986 ,40.458 ,2.579 ,9.618 ,-4.593 ,10.981 ,-5.168 ,-8.743 ,-15.314 
23.6500000000009,65.310 ,34.807 ,-6.515 ,12.785 ,-3.326 ,7.967 ,-4.272 ,-7.526 ,-15.963 
23.6600000000009,61.347 ,27.474 ,-16.293 ,16.014 ,-1.833 ,5.220 ,-3.576 ,-7.366 ,-15.834 
23.6700000000009,54.782 ,20.354 ,-24.722 ,19.231 ,-0.410 ,4.986 ,-3.043 ,-7.977 ,-15.467 
23.6800000000009,42.657 ,13.787 ,-30.244 ,22.783 ,1.052 ,5.940 ,-2.501 ,-8.707 ,-14.654 
23.6900000000009,28.653 ,7.984 ,-31.425 ,26.798 ,2.435 ,5.323 ,-2.087 ,-9.941 ,-14.396 
23.7000000000009,11.575 ,2.962 ,-28.062 ,30.912 ,4.171 ,6.289 ,-1.573 ,-11.547 ,-13.300 
23.7100000000009,-6.199 ,-1.069 ,-20.599 ,34.708 ,5.948 ,7.533 ,-0.699 ,-13.348 ,-11.531 
23.7200000000009,-23.845 ,-3.647 ,-9.692 ,38.363 ,7.473 ,9.344 ,-0.057 ,-14.953 ,-10.052 
23.7300000000009,-40.126 ,-5.481 ,3.045 ,41.885 ,9.238 ,12.035 ,0.243 ,-15.896 ,-8.527 
23.7400000000009,-53.856 ,-4.482 ,15.974 ,45.194 ,11.238 ,13.043 ,0.989 ,-16.832 ,-6.904 
23.7500000000009,-65.211 ,-2.546 ,27.299 ,48.056 ,13.057 ,13.917 ,2.021 ,-17.992 ,-5.021 
23.7600000000009,-72.784 ,1.786 ,35.021 ,50.160 ,14.411 ,15.094 ,2.809 ,-19.048 ,-3.338 
23.7700000000009,-78.837 ,7.079 ,38.424 ,51.771 ,15.454 ,15.822 ,3.614 ,-19.669 ,-1.879 
23.7800000000009,-81.989 ,12.533 ,37.294 ,52.776 ,16.320 ,15.351 ,4.422 ,-20.816 ,-0.694 
23.7900000000009,-84.100 ,17.988 ,31.924 ,53.167 ,17.126 ,15.127 ,5.174 ,-22.107 ,0.491 
23.8000000000009,-85.707 ,20.870 ,23.928 ,52.922 ,17.969 ,14.000 ,6.266 ,-23.677 ,1.175 
23.8100000000009,-85.860 ,23.409 ,14.666 ,51.999 ,18.800 ,12.238 ,7.515 ,-25.044 ,1.550 
23.8200000000009,-85.127 ,22.748 ,5.919 ,50.595 ,19.794 ,11.412 ,8.513 ,-26.419 ,1.660 
23.8300000000009,-83.089 ,21.883 ,0.209 ,48.790 ,21.084 ,10.888 ,9.483 ,-27.218 ,1.479 
23.8400000000009,-77.018 ,20.412 ,-1.759 ,46.763 ,22.305 ,9.968 ,10.701 ,-27.694 ,0.937 
23.8500000000009,-70.070 ,18.366 ,-0.190 ,44.631 ,23.369 ,9.242 ,12.060 ,-28.181 ,0.420 
23.8600000000009,-58.312 ,16.645 ,4.722 ,42.551 ,24.014 ,10.208 ,13.365 ,-27.771 ,-0.372 
23.8700000000009,-46.431 ,14.316 ,11.495 ,40.693 ,24.173 ,11.604 ,14.509 ,-26.720 ,-1.414 
23.8800000000009,-32.165 ,11.040 ,18.954 ,39.098 ,23.960 ,13.659 ,15.450 ,-25.319 ,-2.408 
23.8900000000009,-18.883 ,6.905 ,26.423 ,37.990 ,23.513 ,16.365 ,16.352 ,-24.075 ,-2.942 
23.9000000000009,-7.078 ,1.590 ,32.441 ,37.421 ,22.946 ,19.122 ,17.412 ,-22.700 ,-4.015 
23.9100000000009,3.075 ,-4.610 ,36.474 ,37.322 ,22.318 ,22.245 ,18.409 ,-20.875 ,-5.148 
23.9200000000009,10.589 ,-10.754 ,38.653 ,37.619 ,21.813 ,25.956 ,19.055 ,-19.182 ,-6.386 
23.9300000000009,16.127 ,-16.708 ,38.628 ,38.130 ,21.412 ,28.801 ,19.520 ,-17.635 ,-7.277 
23.9400000000009,20.359 ,-20.902 ,36.830 ,38.853 ,21.150 ,30.187 ,20.113 ,-16.415 ,-8.336 
23.9500000000009,23.377 ,-24.660 ,33.101 ,39.678 ,20.910 ,31.694 ,20.812 ,-14.908 ,-10.122 
23.9600000000009,25.358 ,-26.325 ,26.236 ,40.334 ,20.408 ,31.711 ,21.434 ,-13.192 ,-12.161 
23.9700000000009,27.305 ,-27.866 ,17.046 ,40.526 ,19.748 ,30.358 ,21.793 ,-11.245 ,-13.999 
23.980000000001,28.433 ,-27.384 ,7.143 ,40.206 ,19.068 ,28.221 ,21.914 ,-9.118 ,-15.576 
23.990000000001,29.277 ,-26.352 ,-3.331 ,39.464 ,18.403 ,24.917 ,22.256 ,-6.533 ,-17.718 
24.000000000001,28.907 ,-23.238 ,-13.697 ,38.264 ,17.722 ,21.116 ,22.783 ,-3.412 ,-20.450 
24.010000000001,27.967 ,-19.287 ,-22.563 ,36.513 ,17.050 ,16.706 ,22.959 ,-0.051 ,-22.167 
24.020000000001,25.014 ,-13.494 ,-29.291 ,34.135 ,16.426 ,12.462 ,23.067 ,3.760 ,-23.558 
24.030000000001,21.988 ,-7.053 ,-33.479 ,31.362 ,15.773 ,9.186 ,23.321 ,7.778 ,-24.764 
24.040000000001,16.465 ,-0.632 ,-35.241 ,28.446 ,14.808 ,6.054 ,23.421 ,11.504 ,-25.882 
24.050000000001,11.262 ,5.813 ,-35.560 ,25.321 ,13.561 ,3.612 ,23.720 ,14.776 ,-26.133 
24.060000000001,4.659 ,9.383 ,-34.918 ,21.940 ,11.933 ,2.859 ,24.206 ,18.075 ,-25.895 
24.070000000001,-0.977 ,12.394 ,-32.705 ,18.376 ,9.838 ,3.167 ,24.357 ,20.638 ,-25.129 
24.080000000001,-6.218 ,13.134 ,-28.213 ,14.811 ,7.514 ,3.950 ,24.489 ,22.211 ,-24.013 
24.090000000001,-9.875 ,13.420 ,-21.382 ,11.370 ,5.117 ,5.262 ,24.833 ,23.191 ,-22.594 
24.100000000001,-12.193 ,13.002 ,-12.253 ,7.914 ,2.971 ,7.313 ,25.158 ,23.388 ,-21.088 
24.110000000001,-13.040 ,12.428 ,-0.665 ,4.597 ,0.992 ,9.012 ,25.495 ,23.214 ,-19.497 
24.120000000001,-12.415 ,11.603 ,12.722 ,1.583 ,-0.885 ,10.274 ,25.729 ,22.330 ,-17.970 
24.130000000001,-10.932 ,10.561 ,26.035 ,-1.182 ,-2.424 ,10.904 ,25.754 ,21.227 ,-16.246 
24.140000000001,-8.786 ,8.258 ,37.032 ,-3.738 ,-3.777 ,10.008 ,25.840 ,19.908 ,-15.016 
24.150000000001,-6.734 ,5.443 ,43.971 ,-5.898 ,-5.148 ,9.275 ,26.105 ,18.528 ,-14.585 
24.160000000001,-3.684 ,1.728 ,46.124 ,-7.731 ,-6.728 ,6.936 ,26.291 ,17.169 ,-13.750 
24.170000000001,-1.465 ,-2.380 ,43.821 ,-9.452 ,-8.431 ,2.755 ,26.210 ,16.049 ,-12.878 
24.180000000001,2.511 ,-4.492 ,38.168 ,-11.315 ,-10.157 ,-0.225 ,26.086 ,14.890 ,-12.747 
24.190000000001,6.015 ,-6.124 ,30.859 ,-13.134 ,-11.855 ,-3.758 ,26.049 ,13.756 ,-12.768 
24.200000000001,10.993 ,-4.964 ,24.033 ,-14.887 ,-13.349 ,-8.029 ,25.982 ,12.601 ,-12.556 
24.210000000001,15.654 ,-2.786 ,19.192 ,-16.836 ,-14.666 ,-11.349 ,25.916 ,11.726 ,-12.282 
24.220000000001,21.105 ,-0.001 ,16.405 ,-19.086 ,-15.925 ,-13.621 ,25.602 ,10.367 ,-12.015 
24.230000000001,25.231 ,2.764 ,15.361 ,-21.475 ,-16.852 ,-14.783 ,24.955 ,9.094 ,-11.476 
24.240000000001,28.062 ,3.688 ,15.438 ,-23.743 ,-17.593 ,-15.323 ,24.518 ,7.496 ,-10.826 
24.250000000001,29.591 ,3.750 ,15.157 ,-25.820 ,-18.322 ,-14.899 ,23.970 ,6.093 ,-10.416 
24.260000000001,27.315 ,0.801 ,13.558 ,-27.788 ,-19.078 ,-12.941 ,22.942 ,4.200 ,-9.194 
24.270000000001,24.213 ,-2.189 ,10.755 ,-29.529 ,-19.822 ,-11.061 ,22.044 ,2.452 ,-7.777 
24.280000000001,18.334 ,-6.052 ,7.508 ,-30.992 ,-20.353 ,-8.313 ,20.930 ,0.697 ,-6.461 
24.290000000001,11.393 ,-9.734 ,5.076 ,-32.042 ,-20.735 ,-5.147 ,19.457 ,-0.653 ,-5.556 
24.300000000001,4.138 ,-11.908 ,4.306 ,-32.792 ,-20.853 ,-3.345 ,18.302 ,-2.071 ,-4.242 
24.310000000001,-2.823 ,-14.064 ,5.891 ,-33.391 ,-20.877 ,-1.351 ,16.796 ,-3.878 ,-2.582 
24.320000000001,-9.151 ,-15.018 ,10.605 ,-34.011 ,-20.863 ,0.211 ,15.127 ,-5.150 ,-1.188 
24.330000000001,-13.863 ,-15.456 ,17.963 ,-34.645 ,-20.771 ,0.526 ,13.988 ,-6.270 ,-0.809 
24.340000000001,-17.276 ,-14.295 ,26.491 ,-35.300 ,-20.731 ,-0.033 ,12.216 ,-7.773 ,-0.269 
24.350000000001,-19.598 ,-13.075 ,34.554 ,-36.090 ,-20.950 ,-1.045 ,10.443 ,-9.804 ,0.598 
24.360000000001,-20.967 ,-8.869 ,40.343 ,-37.125 ,-21.530 ,-3.109 ,9.814 ,-11.732 ,0.983 
24.370000000001,-21.563 ,-4.832 ,42.543 ,-38.271 ,-22.181 ,-4.743 ,8.814 ,-13.374 ,0.791 
24.380000000001,-22.675 ,1.207 ,40.439 ,-39.509 ,-22.685 ,-7.174 ,7.424 ,-14.879 ,0.076 
24.390000000001,-23.421 ,7.246 ,33.810 ,-40.818 ,-23.285 ,-8.958 ,6.721 ,-16.063 ,-0.208 
24.400000000001,-25.104 ,11.366 ,23.616 ,-41.960 ,-23.616 ,-10.799 ,6.266 ,-17.137 ,-0.712 
24.410000000001,-26.894 ,14.485 ,11.625 ,-42.788 ,-23.612 ,-11.781 ,6.066 ,-17.067 ,-1.274 
24.420000000001,-28.322 ,14.071 ,-0.096 ,-43.367 ,-23.441 ,-11.734 ,6.000 ,-16.257 ,-2.673 
24.430000000001,-29.510 ,12.703 ,-9.181 ,-43.653 ,-23.047 ,-11.605 ,5.692 ,-14.769 ,-3.850 
24.440000000001,-28.764 ,9.858 ,-14.077 ,-43.395 ,-22.599 ,-10.390 ,5.691 ,-13.289 ,-4.734 
24.450000000001,-27.339 ,7.634 ,-14.221 ,-42.555 ,-22.113 ,-9.048 ,6.084 ,-12.147 ,-5.674 
24.460000000001,-23.336 ,7.452 ,-9.475 ,-41.270 ,-21.769 ,-6.817 ,6.526 ,-10.916 ,-6.997 
24.470000000001,-18.579 ,8.596 ,-1.190 ,-39.643 ,-21.587 ,-4.448 ,6.797 ,-10.065 ,-8.624 
24.480000000001,-12.256 ,13.111 ,8.315 ,-37.744 ,-21.371 ,-2.358 ,6.744 ,-10.424 ,-9.762 
24.490000000001,-5.870 ,18.382 ,17.313 ,-35.651 ,-21.259 ,-0.496 ,6.776 ,-11.793 ,-10.983 
24.500000000001,0.499 ,23.222 ,24.098 ,-33.459 ,-21.128 ,1.466 ,6.940 ,-13.822 ,-11.992 
24.510000000001,6.489 ,27.990 ,27.659 ,-31.237 ,-20.992 ,3.335 ,6.796 ,-16.182 ,-13.342 
24.520000000001,11.522 ,29.378 ,28.454 ,-29.260 ,-20.881 ,4.542 ,6.424 ,-18.409 ,-14.763 
24.530000000001,16.282 ,30.543 ,27.339 ,-27.654 ,-20.739 ,5.273 ,5.821 ,-20.581 ,-15.415 
24.540000000001,20.365 ,29.205 ,25.986 ,-26.468 ,-20.653 ,5.994 ,4.934 ,-22.417 ,-16.496 
24.550000000001,23.754 ,28.129 ,26.134 ,-25.628 ,-20.532 ,7.306 ,4.362 ,-23.432 ,-16.758 
24.560000000001,26.705 ,26.892 ,27.824 ,-25.190 ,-20.580 ,8.222 ,4.102 ,-23.568 ,-17.306 
24.570000000001,28.970 ,25.925 ,30.408 ,-25.438 ,-20.562 ,8.862 ,3.247 ,-22.877 ,-17.724 
24.580000000001,29.058 ,25.609 ,32.907 ,-26.507 ,-20.194 ,10.055 ,2.167 ,-21.816 ,-17.520 
24.590000000001,28.649 ,24.642 ,33.725 ,-28.128 ,-19.832 ,12.118 ,1.797 ,-20.817 ,-16.978 
24.600000000001,25.159 ,23.261 ,31.360 ,-30.054 ,-19.220 ,13.602 ,1.524 ,-19.949 ,-16.194 
24.610000000001,20.653 ,21.027 ,24.736 ,-32.398 ,-18.218 ,16.242 ,0.983 ,-18.910 ,-15.501 
24.6200000000011,13.966 ,18.096 ,14.558 ,-35.237 ,-16.892 ,18.158 ,0.625 ,-18.364 ,-14.724 
24.6300000000011,6.130 ,15.167 ,3.334 ,-38.306 ,-15.388 ,20.102 ,0.205 ,-18.595 ,-13.866 
24.6400000000011,-2.349 ,12.376 ,-6.602 ,-41.093 ,-13.933 ,23.171 ,-0.137 ,-19.203 ,-12.539 
24.6500000000011,-11.168 ,9.468 ,-12.987 ,-43.322 ,-12.372 ,25.642 ,-0.104 ,-19.863 ,-11.886 
24.6600000000011,-19.195 ,6.347 ,-13.937 ,-45.010 ,-10.659 ,26.647 ,-0.175 ,-20.681 ,-11.614 
24.6700000000011,-26.294 ,2.584 ,-9.196 ,-46.176 ,-9.014 ,28.632 ,-0.324 ,-21.265 ,-11.469 
24.6800000000011,-30.623 ,-3.220 ,0.307 ,-46.520 ,-7.464 ,29.874 ,-0.356 ,-21.075 ,-11.577 
24.6900000000011,-33.225 ,-9.311 ,12.332 ,-45.755 ,-6.030 ,30.678 ,-0.391 ,-20.786 ,-11.610 
24.7000000000011,-31.054 ,-16.317 ,23.746 ,-44.038 ,-4.168 ,30.929 ,-0.203 ,-19.684 ,-12.268 
24.7100000000011,-26.946 ,-22.994 ,32.120 ,-41.583 ,-2.155 ,30.685 ,0.117 ,-17.871 ,-12.781 
24.7200000000011,-18.401 ,-26.328 ,35.618 ,-38.627 ,-0.333 ,30.462 ,0.253 ,-15.206 ,-13.448 
24.7300000000011,-8.305 ,-28.665 ,33.697 ,-35.227 ,1.563 ,29.670 ,0.315 ,-12.456 ,-13.698 
24.7400000000011,3.683 ,-26.598 ,28.108 ,-31.425 ,3.478 ,29.227 ,0.490 ,-10.155 ,-13.508 
24.7500000000011,15.871 ,-23.414 ,20.877 ,-27.412 ,5.371 ,28.047 ,0.865 ,-7.749 ,-12.840 
24.7600000000011,26.513 ,-19.537 ,13.346 ,-23.523 ,7.152 ,27.148 ,1.228 ,-5.938 ,-11.889 
24.7700000000011,36.133 ,-15.409 ,7.400 ,-19.948 ,8.705 ,26.566 ,1.430 ,-4.724 ,-11.065 
24.7800000000011,42.145 ,-13.133 ,4.733 ,-16.711 ,10.039 ,25.591 ,1.714 ,-4.374 ,-9.039 
24.7900000000011,46.685 ,-11.461 ,5.136 ,-13.565 ,11.403 ,24.520 ,2.078 ,-5.144 ,-6.636 
24.8000000000011,47.285 ,-9.439 ,6.607 ,-10.527 ,12.765 ,24.143 ,2.486 ,-6.083 ,-4.515 
24.8100000000011,46.554 ,-7.769 ,6.998 ,-7.866 ,13.968 ,23.310 ,3.041 ,-7.218 ,-2.828 
24.8200000000011,42.526 ,-3.770 ,5.195 ,-5.563 ,14.923 ,22.226 ,3.506 ,-8.339 ,-1.194 
24.8300000000011,37.527 ,0.713 ,0.591 ,-3.325 ,15.683 ,21.050 ,3.767 ,-9.245 ,0.438 
24.8400000000011,30.127 ,6.943 ,-7.270 ,-0.985 ,16.220 ,20.370 ,3.981 ,-9.588 ,1.756 
24.8500000000011,21.615 ,13.170 ,-17.562 ,1.070 ,16.650 ,19.510 ,4.236 ,-9.169 ,1.941 
