asset_id,file_name,normalized_title,relative_source_path,source_root,extension,file_size_bytes,sha256,page_count,document_type,publisher_or_author,publication_or_project_date,project_name,edition_or_revision,text_layer_status,toc_status,ocr_required,road_relation,bridge_relation,liner_relation,spacer_relation,apollo_relation,rule_engine_relation,priority,duplicate_group_id,version_family_id,review_status,notes
DOC-X0-0102,Girder_Box_10.pdf,APOLLO マニュアル Girder_Box_10,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_10.pdf,SR-04,.pdf,283247,7ab9a96915acfd77fc6c1e35da9dc0221ef250fea99bbe5d4a741f3f65834991,4,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0103,Girder_Box_11.pdf,APOLLO マニュアル Girder_Box_11,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_11.pdf,SR-04,.pdf,601820,bed47e3b139396b6a9808e3c239ba9c191442eba602826988f79fa56dd386714,13,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0104,Girder_Box_12.pdf,APOLLO マニュアル Girder_Box_12,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_12.pdf,SR-04,.pdf,480269,70654c4f378fbe9d5b98d2f4cd1ca0aae98fc7303adda23e9381f35c5a6b6e61,6,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0105,Girder_Box_13.pdf,APOLLO マニュアル Girder_Box_13,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_13.pdf,SR-04,.pdf,629815,a58dd2f423deb4bd2760a61792ea8c0ab43b21c469b5373c98527fb69d97dc95,11,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0106,Girder_Box_14.pdf,APOLLO マニュアル Girder_Box_14,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_14.pdf,SR-04,.pdf,656522,18108cce67d222d6f34b094dc1996b944eb692b31950a5899cebf6fc7c5b2bbb,13,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0107,Girder_Box_15.pdf,APOLLO マニュアル Girder_Box_15,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_15.pdf,SR-04,.pdf,378703,20018c7ea3af5c2555dbc63ceb824dfa51d95ecd6ebf530ab188618539bf1ab3,6,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0108,Girder_Box_16.pdf,APOLLO マニュアル Girder_Box_16,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_16.pdf,SR-04,.pdf,702155,3d5c4270c2946ee233afe6fcd6ca42cc1c6baa350031b8d6faf00c5d24de10e6,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0109,CompGrd_Box_01.pdf,APOLLO マニュアル CompGrd_Box_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/02_合成閉断面箱/CompGrd_Box_01.pdf,SR-04,.pdf,1797719,e3b3dd2009a468311bdb4ae101b964c53e579292c1cbad2b380fbbaedce83917,43,SOFTWARE_MANUAL,中島慎二,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0110,CompGrd_OpenBox_01.pdf,APOLLO マニュアル CompGrd_OpenBox_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/03_合成開断面箱/CompGrd_OpenBox_01.pdf,SR-04,.pdf,1776988,30a8e7b9acb7a223c9a732923c746f08bbffac6921f254a682122ed9d3f39bf6,45,SOFTWARE_MANUAL,中島慎二,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0111,StDeck_I_00.pdf,APOLLO マニュアル StDeck_I_00,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_00.pdf,SR-04,.pdf,136096,70429fb9b9f27113ae40de499b5efc6c1a2ae0821eea44ae4116ed633e582c5d,2,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0112,StDeck_I_01.pdf,APOLLO マニュアル StDeck_I_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_01.pdf,SR-04,.pdf,570510,89b8e9d5c9c43364e9275a16d4349f95f7c2af2c451632b289872937961304d7,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0113,StDeck_I_02.pdf,APOLLO マニュアル StDeck_I_02,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_02.pdf,SR-04,.pdf,368142,352cc1baa0d7af262155e20633b9f8ca2e970be8d5ecdeaa0d9f2eb147c060bb,8,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0114,StDeck_I_03.pdf,APOLLO マニュアル StDeck_I_03,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_03.pdf,SR-04,.pdf,1457954,2e1f4224877ed875f8d096d5189f25ab29f14663be2d43c6718dadc33acc9d8b,36,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0115,StDeck_I_04.pdf,APOLLO マニュアル StDeck_I_04,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_04.pdf,SR-04,.pdf,822509,b3f7b0bdfaedd3aa5de149c3a5f96d4cc21869f1a0b9724519d4dee4d0535410,21,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0116,StDeck_I_05.pdf,APOLLO マニュアル StDeck_I_05,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_05.pdf,SR-04,.pdf,478703,8d8ceab2b85d3cbdc819279827960846d4b1c3eb73a32b126c4395921d537d5d,12,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0117,StDeck_I_06.pdf,APOLLO マニュアル StDeck_I_06,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_06.pdf,SR-04,.pdf,1513354,b8764fad2dde13b74ec5d87cfc8d865d14192ce6d81fcf470b6b972c8cae4a57,29,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0118,StDeck_I_07.pdf,APOLLO マニュアル StDeck_I_07,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_07.pdf,SR-04,.pdf,383202,a74cd3d766385e2513f53b50198408067fd67cc16478048fb3a9d03bcdc15320,7,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0119,StDeck_I_08.pdf,APOLLO マニュアル StDeck_I_08,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_08.pdf,SR-04,.pdf,427529,74fbb3242890139db84bd4a42d5a5a78bc4309ec9edc8bd05c24662c3a965aa7,9,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0120,StDeck_I_09.pdf,APOLLO マニュアル StDeck_I_09,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_09.pdf,SR-04,.pdf,240425,0fd52cc0f2b600f27c3051d5581771eda938d24809bab03c043b870c119e8216,5,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0121,StDeck_I_10.pdf,APOLLO マニュアル StDeck_I_10,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_10.pdf,SR-04,.pdf,328986,e56feab5a86414ea1fb996fe1635be48c0b2b2bdab5972a17275e10bd83978cd,7,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0122,StDeck_Box_00.pdf,APOLLO マニュアル StDeck_Box_00,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_00.pdf,SR-04,.pdf,135997,874f2704350e1d8aadc20f5cc4e47bd0851d3d7e4679376939744ddd0b1d54d6,2,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0123,StDeck_Box_01.pdf,APOLLO マニュアル StDeck_Box_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_01.pdf,SR-04,.pdf,573539,132c58adf3950b9c2b0d2ed2faa67aa6d5741913f0402edfa9aa71acbcbb0827,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0124,StDeck_Box_02.pdf,APOLLO マニュアル StDeck_Box_02,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_02.pdf,SR-04,.pdf,358276,241e4b0bb5d4d234b9b9e160f3b8a27974c0d89411ab8c29a3887607c5f6cec0,7,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0125,StDeck_Box_03.pdf,APOLLO マニュアル StDeck_Box_03,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_03.pdf,SR-04,.pdf,1505262,962379950057872085231838cc94458ae05d27721b0078d45d964d92afb89dd3,38,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0126,StDeck_Box_04.pdf,APOLLO マニュアル StDeck_Box_04,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_04.pdf,SR-04,.pdf,803592,87b16996117fdcd2505fa13f2570332f1c86ba9c0f68e54ac745d6f6b7a9b8ee,21,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0127,StDeck_Box_05.pdf,APOLLO マニュアル StDeck_Box_05,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_05.pdf,SR-04,.pdf,506631,f677267a303ed59e62f43a30d08b64d3a352b70ec8c1308bb9e9e131c2641792,13,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0128,StDeck_Box_06.pdf,APOLLO マニュアル StDeck_Box_06,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_06.pdf,SR-04,.pdf,1665873,860436f1f20431e3a3a675c39f42dd21c15c5df8e30c6d881d3e735adf189409,34,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0129,StDeck_Box_07.pdf,APOLLO マニュアル StDeck_Box_07,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_07.pdf,SR-04,.pdf,478062,9c36f4a91d9f83bab8a9fbc2f705967b3b7731836ea1a6a508fac7fb863ff165,10,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0130,マニュアル(ＰＣ床版の設計).pdf,APOLLO マニュアル マニュアル(ＰＣ床版の設計),spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/PcSlab/マニュアル(ＰＣ床版の設計).pdf,SR-04,.pdf,1585520,66823102a03a790e0c816087b52f9492d6bf5a602c5e0fa87b2732b8c4ac8d33,40,SOFTWARE_MANUAL,長崎富彦,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0131,マニュアル(断面計算).pdf,APOLLO マニュアル マニュアル(断面計算),spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/Section/マニュアル(断面計算).pdf,SR-04,.pdf,970657,63bd6bb882ce30b959596874594c33f93e09a3f8301d826fd8d5294f66787104,27,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,VF-1,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0132,マニュアル(鋼橋の断面計算).pdf,APOLLO マニュアル マニュアル(鋼橋の断面計算),spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/Section/マニュアル(鋼橋の断面計算).pdf,SR-04,.pdf,980278,5ab2f4bfda6a66958d0df2c5f0ff4cfe66f55a6f93b98090c672b36478353f0e,26,SOFTWARE_MANUAL,長崎富彦,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,VF-1,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0133,マニュアル(添接計算).pdf,APOLLO マニュアル マニュアル(添接計算),spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/Splice/マニュアル(添接計算).pdf,SR-04,.pdf,1076923,11036d726b5e31e980cfb0281e410be1f76c59f65a6765923b9c32f3a29837e1,12,SOFTWARE_MANUAL,長崎富彦,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0134,マニュアル(鋼床版の設計).pdf,APOLLO マニュアル マニュアル(鋼床版の設計),spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/StDeck/マニュアル(鋼床版の設計).pdf,SR-04,.pdf,961394,20920c720fe878b5d99ff920a3220a95aed7ef7c75712f316fe393334de07231,36,SOFTWARE_MANUAL,長崎富彦,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0135,鋼床版の解析方法概要と解析結果の比較.pdf,APOLLO マニュアル 鋼床版の解析方法概要と解析結果の比較,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/単体アプリ/StDeck/鋼床版の解析方法概要と解析結果の比較.pdf,SR-04,.pdf,429037,dd513f8abc0c113d0eff8053d2f33af273099de89e3bf8bdd839c8a701d2a827,13,SOFTWARE_MANUAL,92001,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0136,JIP-LINER_マニュアル.pdf,JIP-LINER マニュアル,spacer-clone/マニュアル/JIP-LINER_マニュアル.pdf,SR-04,.pdf,3742659,a0341e48b4e3d1dc52c04af908e676990d1cf1a12595e412eb9eafc5a1dab29c,183,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P0,DG-2,,PENDING,JIP-LINER本体の操作マニュアル。LINER機能の正本。
DOC-X0-0137,SPACER操作マニュアル.pdf,SPACER 操作マニュアル,spacer-clone/マニュアル/SPACER操作マニュアル.pdf,SR-04,.pdf,2229905,e08681a290904c13c702ed864e0753d85e5c43201a5881c48766c0417aa7d012,199,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,SUPPORTING,SUPPORTING,DIRECT,NONE,FUTURE,P1,DG-4,,PENDING,SPACER操作マニュアル。
DOC-X0-0138,README.md,README.md,substructure-planning-lab/README.md,SR-06,.md,2579,8bff604a2260a9d719c52be93ee9f2220ec3fd8bb73a951c3a46296a19c8f68f,,RESEARCH_OUTPUT,,2026-08,下部工計画,,,N/A,N/A,FUTURE,DIRECT,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,P2,,,PENDING,下部工計画ラボの成果物。
DOC-X0-0139,coordinate_system.md,coordinate_system.md,substructure-planning-lab/architecture/coordinate_system.md,SR-06,.md,3010,074fc6a093774811893a6e274eee695243ff875481906b3bb48f0ad8e25aba1d,,RESEARCH_OUTPUT,,2026-08,下部工計画,,,N/A,N/A,FUTURE,DIRECT,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,P2,,,PENDING,下部工計画ラボの成果物。
DOC-X0-0140,data_model.md,data_model.md,substructure-planning-lab/architecture/data_model.md,SR-06,.md,3557,784f823488e92c818a9384b76eb514af735941c57ad4025ebd9dc52381bc4bab,,RESEARCH_OUTPUT,,2026-08,下部工計画,,,N/A,N/A,FUTURE,DIRECT,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,P2,,,PENDING,下部工計画ラボの成果物。
DOC-X0-0141,final_report.txt,final_report.txt,substructure-planning-lab/final_report.txt,SR-06,.txt,26500,59746929e382b954c3bbd9ce8432ca14d4e951cef809c2996e73c762a7eea6a3,,RESEARCH_OUTPUT,,2026-08,下部工計画,,,N/A,N/A,FUTURE,DIRECT,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,P2,,,PENDING,下部工計画ラボの成果物。
DOC-X0-0142,integration_closeout_report.md,integration_closeout_report.md,substructure-planning-lab/integration_closeout_report.md,SR-06,.md,6899,3479cb1b6b6ba722c919032fccb9a900eacb2f6c9312dd5e9f800548b0cb5312,,RESEARCH_OUTPUT,,2026-08,下部工計画,,,N/A,N/A,FUTURE,DIRECT,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,P2,,,PENDING,下部工計画ラボの成果物。
DOC-X0-0143,サンプル_道路線形計算例.pdf,サンプル_道路線形計算例,サンプル_道路線形計算例.pdf,SR-01,.pdf,591113,ce0d5092043561133e6ef8768d1167eeb96f2f6034170d51ad5c3d9cad0290da,161,ROAD_ALIGNMENT_CALCULATION,綜合技術コンサルタント,平成31年3月,西知多道路（東海JCT）道路詳細設計業務,,YES,YES,NO,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P0,,,PENDING,実案件の線形計算書。IC/ランプ/暫定線含む。
DOC-X0-0144,サンプル_道路設計図.pdf,サンプル_道路設計図,サンプル_道路設計図.pdf,SR-01,.pdf,10874873,84ea53f5ac133d0c4290fa6b8ba0c887fb2d0a487b36335570967a1acb27cea5,168,ROAD_DRAWING,綜合技術コンサルタント,,西知多道路（東海JCT）道路詳細設計業務,,YES,UNKNOWN,NO,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P0,,,PENDING,実案件の平面線形図。R・クロソイドA・主要点を確認。
DOC-X0-0145,道路構造令の解説と運用_令和3年3月.pdf,道路構造令の解説と運用（改訂版）,道路構造令の解説と運用_令和3年3月.pdf,SR-01,.pdf,227041364,a6838c6f4f584aa0122366b3ab9bf1d171cf2f82bfc7ed7c24da085b256a5e67,385,STANDARD,日本道路協会,令和3年3月31日,,改訂版,NO,YES,YES,DIRECT,SUPPORTING,DIRECT,SUPPORTING,REFERENCE_ONLY,DIRECT,P0,,,PENDING,道路構造令の解説と運用。テキスト層なし(OCR必須)。目次は前フェーズで解析済み。
DOC-X0-0146,鋼鈑桁橋_図面例.pdf,鋼鈑桁橋_図面例,鋼鈑桁橋_図面例.pdf,SR-01,.pdf,6738734,77718e39bfb016c8a7827c4ead8c7666a256f6cb03083b423ac9793fdf3f5de8,143,BRIDGE_DRAWING,<9044936389EB8F74>,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P1,DG-5,,PENDING,鋼鈑桁橋の図面例（143頁）。
DOC-X0-0147,鋼鈑桁橋_設計計算例.pdf,鋼鈑桁橋_設計計算例,鋼鈑桁橋_設計計算例.pdf,SR-01,.pdf,9724552,da6ab701d18f805b63a262aebb19acb8294dd81a4baec4cc57a46e1abef75d8f,2226,BRIDGE_CALCULATION,<9044936389EB8F74>,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P1,DG-6,,PENDING,鋼鈑桁橋の設計計算例（2226頁）。上部工計算の参照。
