crosswalk_id,feature_id,traceability_id,handoff_id,external_requirement_id,external_research_id,stage5c_requirement_id,validation_rule_id,backlog_id,phase_class,topic,apollo_manual_id,apollo_pdf_page,external_source_document_id,external_source_page,evidence_image_path,stage5a_class,external_result_status,acceptance_status,ready_status,design_freeze_status,historical_or_target,source_edition,conflict_status,return_reason,open_reason,jis_gap_reason,unknown_reason,grok_review_status,notes
XWL-REQ-5C-0006,F4-P5-018,T5A-0299,H5A-0239,REQ-5C-0006,R5B-PKG003-0006,REQ-5C-0006,VAL-REQ-5C-0006,BL-REQ-5C-0006,Phase1_required,arbitrary_load:その他線荷重,MAN-005,17,DOC-RBS-I,103,stage5b/evidence/DOC-RBS-I_pdfp0109_300dpi-R5B-PKG003-0236b-109.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0006: NOT_FOUND_IN_SEARCHED_SCOPE,,,REVIEWED,Do not copy APOLLO OCR full text | H5A-0238と同根拠
XWL-REQ-5C-0007,F4-P5-019,T5A-0300,H5A-0240,REQ-5C-0007,R5B-PKG003-0007,REQ-5C-0007,VAL-REQ-5C-0007,BL-REQ-5C-0007,Phase1_required,arbitrary_load:その他点荷重,MAN-005,18,DOC-RBS-I,233,stage5b/evidence/DOC-RBS-I_pdfp0233_300dpi-R5B-PKG003-0075-233.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0007: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | T荷重は集中載荷の規定例
XWL-REQ-5C-0008,F4-P5-020,T5A-0301,H5A-0241,REQ-5C-0008,R5B-PKG003-0008,REQ-5C-0008,VAL-REQ-5C-0008,BL-REQ-5C-0008,Phase1_required,arbitrary_load:支点沈下バネ,MAN-005,20,DOC-RBS-I,272,stage5b/evidence/DOC-RBS-I_pdfp0272_300dpi-R5B-PKG003-0241-272.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0008: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLOバネ入力と道示SD規定の対応要レビュー
XWL-REQ-5C-0009,F4-P5-021,T5A-0302,H5A-0242,REQ-5C-0009,R5B-PKG003-0009,REQ-5C-0009,VAL-REQ-5C-0009,BL-REQ-5C-0009,Phase1_required,arbitrary_load:水平荷重,MAN-005,21,DOC-RBS-I,272,stage5b/evidence/DOC-RBS-I_pdfp0272_300dpi-R5B-PKG003-0242-272.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0009: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | 風荷重詳細は8.17（別頁）要参照
XWL-REQ-5C-0010,F4-P5-034,T5A-0319,H5A-0254,REQ-5C-0010,R5B-PKG003-0010,REQ-5C-0010,VAL-REQ-5C-0010,BL-REQ-5C-0010,Phase1_required,point_load:point_load (covered under arbitrary_load),MULTI,NONE,DOC-RBS-I,233,stage5b/evidence/DOC-RBS-I_pdfp0233_300dpi-R5B-PKG003-0075-233.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0010: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | 0240と同一候補頁
XWL-REQ-5C-0011,F4-P5-035,T5A-0320,H5A-0255,REQ-5C-0011,R5B-PKG003-0011,REQ-5C-0011,VAL-REQ-5C-0011,BL-REQ-5C-0011,Phase1_required,line_load:line_load (covered under arbitrary_load),MULTI,NONE,DOC-RBS-I,103,stage5b/evidence/DOC-RBS-I_pdfp0109_300dpi-R5B-PKG003-0236b-109.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0011: NOT_FOUND_IN_SEARCHED_SCOPE,,,REVIEWED,Do not copy APOLLO OCR full text | 0239と同一候補
XWL-REQ-5C-0012,F4-P5-036,T5A-0321,H5A-0256,REQ-5C-0012,R5B-PKG003-0012,REQ-5C-0012,VAL-REQ-5C-0012,BL-REQ-5C-0012,Phase1_required,surface_load:surface_load (covered under arbitrary_load),MULTI,NONE,DOC-RBS-I,103,stage5b/evidence/DOC-RBS-I_pdfp0109_300dpi-R5B-PKG003-0236b-109.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0012: NOT_FOUND_IN_SEARCHED_SCOPE,,,REVIEWED,Do not copy APOLLO OCR full text | 0238と同一候補
XWL-REQ-5C-0013,F4-P1-051,T5A-0067|T5A-0068,H5A-0030,REQ-5C-0013,R5B-PKG004-0001,REQ-5C-0013,VAL-REQ-5C-0013,,Phase1_required,standard_section:単位重量・物理定数データ,MAN-005,7,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0001.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0014,F4-P3-001,T5A-0140,H5A-0093,REQ-5C-0014,R5B-PKG004-0002,REQ-5C-0014,VAL-REQ-5C-0014,BL-REQ-5C-0014,Phase1_required,section_change:断面変化位置の追加方法,MAN-008,5,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0002.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0014: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0015,F4-P3-002,T5A-0141,H5A-0094,REQ-5C-0015,R5B-PKG004-0003,REQ-5C-0015,VAL-REQ-5C-0015,BL-REQ-5C-0015,Phase1_required,section_change:断面変化位置の自動決定,MAN-008,5,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0003.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0015: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0016,F4-P3-003,T5A-0142,H5A-0095,REQ-5C-0016,R5B-PKG004-0004,REQ-5C-0016,VAL-REQ-5C-0016,BL-REQ-5C-0016,Phase1_required,section_change:断面変化位置の手動入力,MAN-008,7,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0004.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0016: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0017,F4-P3-004,T5A-0143,H5A-0096,REQ-5C-0017,R5B-PKG004-0005,REQ-5C-0017,VAL-REQ-5C-0017,BL-REQ-5C-0017,Phase1_required,section_change:断面変化位置の微調整,MAN-008,8,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0005.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0017: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0018,F4-P3-005,T5A-0144,H5A-0097,REQ-5C-0018,R5B-PKG004-0006,REQ-5C-0018,VAL-REQ-5C-0018,BL-REQ-5C-0018,Phase1_required,section_change:断面長の直接入力,MAN-008,9,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0006.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0018: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0019,F4-P3-006,T5A-0145,H5A-0098,REQ-5C-0019,R5B-PKG004-0007,REQ-5C-0019,VAL-REQ-5C-0019,BL-REQ-5C-0019,Phase1_required,section_change:断面計算の実行,MAN-008,11,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0007.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0019: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0020,F4-P3-007,T5A-0146,H5A-0099,REQ-5C-0020,R5B-PKG004-0008,REQ-5C-0020,VAL-REQ-5C-0020,BL-REQ-5C-0020,Phase1_required,section_change:断面推定機能,MAN-008,11,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0008.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0020: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0021,F4-P3-008,T5A-0147,H5A-0100,REQ-5C-0021,R5B-PKG004-0009,REQ-5C-0021,VAL-REQ-5C-0021,,Phase1_required,section_check:断面チェック機能,MAN-008,16,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0009.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0022,F4-P3-010,T5A-0149|T5A-0150|T5A-0151,H5A-0102,REQ-5C-0022,R5B-PKG004-0010,REQ-5C-0022,VAL-REQ-5C-0022,,Phase1_required,splice:添接計算の実行,MAN-008,21,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0010.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0023,F4-P3-010,T5A-0149|T5A-0150|T5A-0151,H5A-0104,REQ-5C-0023,R5B-PKG004-0011,REQ-5C-0023,VAL-REQ-5C-0023,,Phase1_required,splice:添接計算の実行,MAN-008,21,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0011.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0024,F4-P3-011,T5A-0152|T5A-0153|T5A-0154,H5A-0106,REQ-5C-0024,R5B-PKG004-0012,REQ-5C-0024,VAL-REQ-5C-0024,,Phase1_required,splice_bolt:フランジボルト配置変更方法1,MAN-009,6,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0012.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0025,F4-P3-014,T5A-0161|T5A-0162|T5A-0163,H5A-0114,REQ-5C-0025,R5B-PKG004-0013,REQ-5C-0025,VAL-REQ-5C-0025,,Phase1_required,splice_plate:添接板厚不足時の再計算,MAN-009,10,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0013.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0026,F4-P3-016,T5A-0167|T5A-0168|T5A-0169,H5A-0120,REQ-5C-0026,R5B-PKG004-0014,REQ-5C-0026,VAL-REQ-5C-0026,,Phase1_required,splice_plate:フランジ材端修正方法(母材-5mm),MAN-009,14,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0014.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0027,F4-P3-017,T5A-0170|T5A-0171|T5A-0172,H5A-0123,REQ-5C-0027,R5B-PKG004-0015,REQ-5C-0027,VAL-REQ-5C-0027,,Phase1_required,splice_check:添接計算実行方法,MAN-009,17,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0015.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0028,F4-P3-018,T5A-0173|T5A-0174|T5A-0175,H5A-0126,REQ-5C-0028,R5B-PKG004-0016,REQ-5C-0028,VAL-REQ-5C-0028,,Phase1_required,splice_check:設計計算書出力方法,MAN-009,18,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0029,F4-P3-019,T5A-0176,H5A-0129,REQ-5C-0029,R5B-PKG004-0017,REQ-5C-0029,VAL-REQ-5C-0029,,Phase1_required,section_definition:システムの構成,MAN-062,2,DOC-RBS-II,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0017.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0030,F4-P3-020,T5A-0177,H5A-0130,REQ-5C-0030,R5B-PKG004-0018,REQ-5C-0030,VAL-REQ-5C-0030,,Phase1_required,main_girder:主桁の設計（Girder）の機能,MAN-062,3,DOC-RBS-II,421,stage5b/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0018.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0031,F4-P3-021,T5A-0178,H5A-0131,REQ-5C-0031,R5B-PKG004-0019,REQ-5C-0031,VAL-REQ-5C-0031,,Phase1_required,section_definition:断面設計（Section）の機能,MAN-062,3,DOC-RBS-II,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0019.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0032,F4-P3-022,T5A-0179,H5A-0132,REQ-5C-0032,R5B-PKG004-0020,REQ-5C-0032,VAL-REQ-5C-0032,,Phase1_required,section_definition:適用断面形状,MAN-062,4,DOC-RBS-II,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0020.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0033,F4-P3-023,T5A-0180,H5A-0133,REQ-5C-0033,R5B-PKG004-0021,REQ-5C-0033,VAL-REQ-5C-0033,BL-REQ-5C-0033,Phase1_required,section_property:断面諸量の計算方法,MAN-062,6,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0021.png,STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0033: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | APOLLO操作名と道示条文の直接対応は監督レビュー要
XWL-REQ-5C-0034,F4-P3-024,T5A-0181,H5A-0134,REQ-5C-0034,R5B-PKG004-0022,REQ-5C-0034,VAL-REQ-5C-0034,,Phase1_required,section_force_assignment:断面力の適用,MAN-062,4,DOC-RBS-II,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0022.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0035,F4-P3-026,T5A-0183|T5A-0184|T5A-0185,H5A-0136,REQ-5C-0035,R5B-PKG004-0023,REQ-5C-0035,VAL-REQ-5C-0035,,Phase1_required,splice:添接計算の基本操作,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0036,F4-P3-027,T5A-0186|T5A-0187|T5A-0188,H5A-0139,REQ-5C-0036,R5B-PKG004-0024,REQ-5C-0036,VAL-REQ-5C-0036,,Phase1_required,splice_geometry:部材寸法入力,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0037,F4-P3-030,T5A-0195|T5A-0196|T5A-0197,H5A-0148,REQ-5C-0037,R5B-PKG004-0025,REQ-5C-0037,VAL-REQ-5C-0037,,Phase1_required,splice_check:適用範囲,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0038,F4-P3-031,T5A-0198|T5A-0199|T5A-0200,H5A-0151,REQ-5C-0038,R5B-PKG004-0026,REQ-5C-0038,VAL-REQ-5C-0038,,Phase1_required,splice_check:計算方法の種類,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0039,F4-P3-033,T5A-0204|T5A-0205|T5A-0206,H5A-0157,REQ-5C-0039,R5B-PKG004-0027,REQ-5C-0039,VAL-REQ-5C-0039,,Phase1_required,splice_plate:フランジ方式の計算方法,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
