source_record_id,pdf_page_number,label_raw,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
SRC-calculation_chapter_03_section_3_2_values-027,,stiffness_ratio_span_avg,5,%,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-028,,steel_weight_ratio_target,10,%,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-029,,AG1_Sec1_UFLG,620 x 22,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-030,,AG1_Sec1_WEB,2537 x 14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-031,,AG1_Sec1_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-032,,AG1_Sec1_I,6473032,cm4,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-033,,AG1_Sec1_Yu,-130.33,cm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-034,,AG1_Sec1_YL,127.67,cm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-035,,AG1_Sec1_A,634.38,cm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-036,,AG1_Sec3_UFLG,620 x 27,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-037,,AG1_Sec3_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-038,,AG1_Sec3_WEB,2652 x 14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-039,,AG1_Sec3_I,7714024,cm4,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-040,,AG1_Sec3_stress_U,-232,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-041,,AG1_Sec3_stress_L,249,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-042,,AG1_Sec5_UFLG,620 x 27,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-043,,AG1_Sec5_LFLG,680 x 30,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-044,,AG1_Sec5_WEB,2643 x 14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-045,,AG1_Sec5_I,8748717,cm4,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-046,,AG1_Sec5_Yu,-141.48,cm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-047,,AG1_Sec5_YL,128.52,cm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-048,,AG1_Sec6_UFLG,620 x 39,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-049,,AG1_Sec6_LFLG,680 x 47,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-050,,AG1_Sec6_WEB,2614 x 14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-051,,AG1_Sec6_I,11878499,cm4,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-052,,AG1_Sec6_stress_U,261,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-053,,AG1_Sec6_stress_L,-224,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-054,,AG1_Sec6_tau,75,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-055,,AG1_Sec6_kappa,1.10,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-056,,AG1_Sec8_UFLG,620 x 26,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-057,,AG1_Sec8_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-058,,AG1_Sec8_WEB,2653 x 14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-059,,AG1_Sec9_UFLG,620 x 28,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-060,,AG1_Sec9_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-061,,AG1_Sec10_UFLG,620 x 26,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-062,,AG1_Sec10_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-063,,AG1_Sec11_UFLG,620 x 26,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-064,,AG1_Sec11_LFLG,680 x 30,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-065,,AG1_Sec12_UFLG,620 x 39,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-066,,AG1_Sec12_LFLG,680 x 47,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-067,,AG1_Sec13_UFLG,620 x 27,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-068,,AG1_Sec13_LFLG,680 x 30,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-069,,AG1_Sec14_UFLG,620 x 25,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-070,,AG1_Sec14_LFLG,680 x 22,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-071,,AG1_Sec15_UFLG,620 x 28,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-072,,AG1_Sec16_UFLG,620 x 26,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-073,,AG1_Sec16_LFLG,680 x 21,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-074,,AG1_Sec17_UFLG,620 x 26,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-075,,AG1_Sec17_LFLG,680 x 30,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-076,,sole_plate_thickness_center,25,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-077,,sole_plate_thickness_center_mid,36,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-078,,seismic_horizontal_force_PU15,4000,kN,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-079,,seismic_horizontal_force_PR1,7000,kN,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-080,,seismic_horizontal_force_PR2,6500,kN,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-081,,seismic_horizontal_force_AR2,4500,kN,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
CAL-TBL-P00685-001,685,風荷重計算,40,m/s,40,m/s,DESIGN_INPUT,calc_pdf_p685,HIGH,UNVERIFIED
CAL-TBL-P00685-002,685,風荷重計算,8.010,m,8.010,m,DIMENSION,calc_pdf_p685,HIGH,UNVERIFIED
CAL-TBL-P00685-003,685,風荷重計算,8.110,m,8.110,m,DIMENSION,calc_pdf_p685,HIGH,UNVERIFIED
CAL-TBL-P00685-004,685,風荷重計算,1.30,,1.30,,DERIVED_VALUE,calc_pdf_p685,HIGH,UNVERIFIED
CAL-TBL-P00685-005,685,風荷重計算,40.06,kN/m,40.06,kN/m,LOAD_VALUE,calc_pdf_p685,HIGH,UNVERIFIED
CAL-TBL-P00686-001,686,地震荷重,17955.7,kN,17955.7,kN,ANALYSIS_RESULT,calc_pdf_p686,HIGH,UNVERIFIED
CAL-TBL-P00686-002,686,地震荷重,35.89,kN/m,35.89,kN/m,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-TBL-P00686-003,686,水平反力表,53.892,m2,53.892,m2,SECTION_PROPERTY,calc_pdf_p686,HIGH,UNVERIFIED
CAL-TBL-P00686-004,686,水平反力表,2159.12,kN,2159.12,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-TBL-P00686-005,686,水平反力表,1824.37,kN,1824.37,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00685-001,685,設計基準風速V,40,m/s,40,m/s,DESIGN_INPUT,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00685-002,685,橋の総幅B,8.010,m,8.010,m,DIMENSION,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00685-003,685,橋の総高D,8.110,m,8.110,m,DIMENSION,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00685-004,685,並列橋補正係数α,1.30,,1.30,,DERIVED_VALUE,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00685-005,685,風荷重WS,40.06,kN/m,40.06,kN/m,LOAD_VALUE,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00685-006,685,床版部風荷重Ws,26.73,kN/m,26.73,kN/m,LOAD_VALUE,calc_pdf_p685,HIGH,UNVERIFIED
CAL-VAL-P00686-001,686,全死荷重反力Wd,17955.7,kN,17955.7,kN,ANALYSIS_RESULT,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-002,686,地震荷重L1 We,35.89,kN/m,35.89,kN/m,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-003,686,水平震度L1 Kh,0.25,,0.25,,DERIVED_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-004,686,支間長合計Lspan,131.325,m,131.325,m,DIMENSION,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-005,686,PR1風反力Rw,2159.12,kN,2159.12,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-006,686,PR1地震反力Re,1824.37,kN,1824.37,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-007,686,PU15風反力Rw,738.52,kN,738.52,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-VAL-P00686-008,686,PU15地震反力Re,536.55,kN,536.55,kN,LOAD_VALUE,calc_pdf_p686,HIGH,UNVERIFIED
CAL-TBL-P00767-001,767,死荷重曲げ,-4.31,kNm,-4.31,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-002,767,死荷重曲げ,-44.36,kNm,-44.36,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-003,767,死荷重曲げ,-37.80,kNm,-37.80,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-004,767,死荷重曲げ,-6.05,kNm,-6.05,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-005,767,死荷重曲げ,-33.46,kNm,-33.46,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-006,767,死荷重曲げ,-1.99,kNm,-1.99,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-007,767,死荷重曲げ,-127.97,kNm,-127.97,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-008,767,活荷重曲げ,-139.62,kNm,-139.62,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00767-009,767,活荷重曲げ,-188.77,kNm,-188.77,kNm,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-TBL-P00769-001,769,設計断面力,-308.9,kNm,-308.9,kNm,ANALYSIS_RESULT,calc_pdf_p769,HIGH,UNVERIFIED
CAL-TBL-P00769-002,769,設計断面力,288.0,kN,288.0,kN,ANALYSIS_RESULT,calc_pdf_p769,HIGH,UNVERIFIED
CAL-TBL-P00770-001,770,断面諸元,30.00,cm2,30.00,cm2,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-TBL-P00770-002,770,断面諸元,70.92,cm2,70.92,cm2,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-TBL-P00770-003,770,断面諸元,30.00,cm2,30.00,cm2,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-TBL-P00770-004,770,断面諸元,132705.0,cm4,132705.0,cm4,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-TBL-P00771-001,771,応力度照査,95,N/mm2,95,N/mm2,ANALYSIS_RESULT,calc_pdf_p771,HIGH,UNVERIFIED
CAL-TBL-P00771-002,771,応力度照査,-95,N/mm2,-95,N/mm2,ANALYSIS_RESULT,calc_pdf_p771,HIGH,UNVERIFIED
CAL-TBL-P00772-001,772,せん断照査,41,N/mm2,41,N/mm2,ANALYSIS_RESULT,calc_pdf_p772,HIGH,UNVERIFIED
CAL-TBL-P00772-002,772,せん断照査,0.42,,0.42,,DESIGN_RESULT,calc_pdf_p772,HIGH,UNVERIFIED
CAL-VAL-P00766-001,766,荷重分担幅B,3.046,m,3.046,m,DIMENSION,calc_pdf_p766,HIGH,UNVERIFIED
CAL-VAL-P00767-001,767,舗装厚,0.080,m,0.080,m,DIMENSION,calc_pdf_p767,HIGH,UNVERIFIED
CAL-VAL-P00767-002,767,床版厚,0.230,m,0.230,m,DIMENSION,calc_pdf_p767,HIGH,UNVERIFIED
CAL-VAL-P00767-003,767,輪荷重P,100,kN,100,kN,LOAD_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-VAL-P00767-004,767,衝撃係数常時i,0.392,,0.392,,DERIVED_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-VAL-P00767-005,767,衝撃係数衝突時i,0.389,,0.389,,DERIVED_VALUE,calc_pdf_p767,HIGH,UNVERIFIED
CAL-VAL-P00768-001,768,衝突荷重F SC種,35.0,kN,35.0,kN,LOAD_VALUE,calc_pdf_p768,HIGH,UNVERIFIED
CAL-VAL-P00769-001,769,設計断面力M,-308.9,kNm,-308.9,kNm,ANALYSIS_RESULT,calc_pdf_p769,HIGH,UNVERIFIED
CAL-VAL-P00769-002,769,設計断面力S,288.0,kN,288.0,kN,ANALYSIS_RESULT,calc_pdf_p769,HIGH,UNVERIFIED
CAL-VAL-P00770-001,770,断面積A,130.92,cm2,130.92,cm2,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-VAL-P00770-002,770,I,132705.0,cm4,132705.0,cm4,SECTION_PROPERTY,calc_pdf_p770,HIGH,UNVERIFIED
CAL-VAL-P00771-001,771,曲げ圧縮制限sigma_brgd,144,N/mm2,144,N/mm2,MATERIAL_PROPERTY,calc_pdf_p771,HIGH,UNVERIFIED
CAL-VAL-P00771-002,771,引張制限sigma_tud,180,N/mm2,180,N/mm2,MATERIAL_PROPERTY,calc_pdf_p771,HIGH,UNVERIFIED
CAL-TBL-P00791-001,791,設計荷重,8.34,kN/m,8.34,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-TBL-P00791-002,791,設計荷重,37.34,kN/m,37.34,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-TBL-P00792-001,792,部材軸力,1294.90,kN,1294.90,kN,ANALYSIS_RESULT,calc_pdf_p792,HIGH,UNVERIFIED
CAL-TBL-P00792-002,792,部材軸力,1274.69,kN,1274.69,kN,ANALYSIS_RESULT,calc_pdf_p792,HIGH,UNVERIFIED
CAL-TBL-P00792-003,792,部材軸力,1007.16,kN,1007.16,kN,ANALYSIS_RESULT,calc_pdf_p792,HIGH,UNVERIFIED
CAL-VAL-P00791-001,791,横構WS(1組),6.67,kN/m,6.67,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-002,791,Wd L2,18853.5,kN,18853.5,kN,ANALYSIS_RESULT,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-003,791,Kh L2,1.36,,1.36,,DERIVED_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-004,791,We L2横構1/4,48.81,kN/m,48.81,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-005,791,Pw,8.34,kN/m,8.34,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-006,791,Pe,37.34,kN/m,37.34,kN/m,LOAD_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00791-007,791,Keq L2,0.765,,0.765,,DERIVED_VALUE,calc_pdf_p791,HIGH,UNVERIFIED
CAL-VAL-P00792-001,792,Nmax D-10096,1294.90,kN,1294.90,kN,ANALYSIS_RESULT,calc_pdf_p792,HIGH,UNVERIFIED
CAL-TBL-P00819-001,819,S1 Ac,34200,cm2,34200,cm2,DIMENSION,calc_pdf_p819,HIGH,UNVERIFIED
CAL-TBL-P00819-002,819,S1 Asreq,51.30,cm2,51.30,cm2,DERIVED_VALUE,calc_pdf_p819,HIGH,UNVERIFIED
CAL-TBL-P00819-003,819,S1 D19 nreq,18,本,18,本,DERIVED_VALUE,calc_pdf_p819,HIGH,UNVERIFIED
CAL-TBL-P00820-001,820,S2 Ac,36000,cm2,36000,cm2,DIMENSION,calc_pdf_p820,HIGH,UNVERIFIED
CAL-TBL-P00820-002,820,S2 Asreq,54.00,cm2,54.00,cm2,DERIVED_VALUE,calc_pdf_p820,HIGH,UNVERIFIED
CAL-TBL-P00820-003,820,S2 D19 nreq,19,本,19,本,DERIVED_VALUE,calc_pdf_p820,HIGH,UNVERIFIED
CAL-TBL-P00821-001,821,PR1 Ac,48000,cm2,48000,cm2,DIMENSION,calc_pdf_p821,HIGH,UNVERIFIED
CAL-TBL-P00821-002,821,PR1 Asreq,72.00,cm2,72.00,cm2,DERIVED_VALUE,calc_pdf_p821,HIGH,UNVERIFIED
CAL-TBL-P00821-003,821,PR1 D19 nreq,26,本,26,本,DERIVED_VALUE,calc_pdf_p821,HIGH,UNVERIFIED
CAL-VAL-P00819-001,819,S1 Ac,34200,cm2,34200,cm2,DIMENSION,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00819-002,819,S1 H,2280,mm,2280,mm,DIMENSION,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00819-003,819,S1 B,1500,mm,1500,mm,DIMENSION,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00819-004,819,S1 Asreq 0.15%,51.30,cm2,51.30,cm2,DERIVED_VALUE,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00819-005,819,D19 As,2.865,cm2,2.865,cm2,MATERIAL_PROPERTY,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00819-006,819,D25 As,5.067,cm2,5.067,cm2,MATERIAL_PROPERTY,calc_pdf_p819,HIGH,UNVERIFIED
CAL-VAL-P00820-001,820,S2 Ac,36000,cm2,36000,cm2,DIMENSION,calc_pdf_p820,HIGH,UNVERIFIED
CAL-VAL-P00820-002,820,S2 H,2400,mm,2400,mm,DIMENSION,calc_pdf_p820,HIGH,UNVERIFIED
CAL-VAL-P00820-003,820,S2 Asreq,54.00,cm2,54.00,cm2,DERIVED_VALUE,calc_pdf_p820,HIGH,UNVERIFIED
CAL-VAL-P00821-001,821,PR1 Ac,48000,cm2,48000,cm2,DIMENSION,calc_pdf_p821,HIGH,UNVERIFIED
CAL-VAL-P00821-002,821,PR1 H,2400,mm,2400,mm,DIMENSION,calc_pdf_p821,HIGH,UNVERIFIED
CAL-VAL-P00821-003,821,PR1 B,2000,mm,2000,mm,DIMENSION,calc_pdf_p821,HIGH,UNVERIFIED
CAL-VAL-P00821-004,821,PR1 Asreq,72.00,cm2,72.00,cm2,DERIVED_VALUE,calc_pdf_p821,HIGH,UNVERIFIED
CAL-TBL-P00845-001,845,照査条件,40.020,m,40.020,m,DIMENSION,calc_pdf_p845,HIGH,UNVERIFIED
CAL-TBL-P00845-002,845,照査条件,379,台,379,台,LOAD_VALUE,calc_pdf_p845,HIGH,UNVERIFIED
CAL-TBL-P00845-003,845,照査条件,200,kN,200,kN,LOAD_VALUE,calc_pdf_p845,HIGH,UNVERIFIED
CAL-TBL-P00850-001,850,No.1断面,2998.500,m,2998.500,m,DIMENSION,calc_pdf_p850,HIGH,UNVERIFIED
CAL-TBL-P00850-002,850,No.1断面,0.077140,m4,0.077140,m4,SECTION_PROPERTY,calc_pdf_p850,HIGH,UNVERIFIED
CAL-TBL-P00850-003,850,No.1断面,0.9080,m,0.9080,m,DIMENSION,calc_pdf_p850,HIGH,UNVERIFIED
CAL-TBL-P00851-001,851,No.1応力範囲,54,N/mm2,54,N/mm2,ANALYSIS_RESULT,calc_pdf_p851,HIGH,UNVERIFIED
CAL-TBL-P00851-002,851,No.1応力範囲,32,N/mm2,32,N/mm2,MATERIAL_PROPERTY,calc_pdf_p851,HIGH,UNVERIFIED
CAL-TBL-P00851-003,851,No.1応力範囲,NG,,,,DESIGN_RESULT,calc_pdf_p851,HIGH,UNVERIFIED
CAL-TBL-P00852-001,852,No.1損傷度,0.42e6,回,420000,回,LOAD_VALUE,calc_pdf_p852,HIGH,UNVERIFIED
CAL-TBL-P00852-002,852,No.1損傷度,1.61e6,回,1610000,回,ANALYSIS_RESULT,calc_pdf_p852,HIGH,UNVERIFIED
CAL-TBL-P00852-003,852,No.1損傷度,0.26,,0.26,,DESIGN_RESULT,calc_pdf_p852,HIGH,UNVERIFIED
CAL-TBL-P00853-001,853,No.2断面,0.076329,m4,0.076329,m4,SECTION_PROPERTY,calc_pdf_p853,HIGH,UNVERIFIED
CAL-TBL-P00853-002,853,No.2断面,-1.3405,m,-1.3405,m,DIMENSION,calc_pdf_p853,HIGH,UNVERIFIED
CAL-TBL-P00854-001,854,No.2応力範囲,80,N/mm2,80,N/mm2,ANALYSIS_RESULT,calc_pdf_p854,HIGH,UNVERIFIED
CAL-TBL-P00854-002,854,No.2応力範囲,1.30,,1.30,,DERIVED_VALUE,calc_pdf_p854,HIGH,UNVERIFIED
CAL-VAL-P00845-001,845,設計供用期間,100,年,100,年,DESIGN_INPUT,calc_pdf_p845,HIGH,UNVERIFIED
CAL-VAL-P00845-002,845,ADTTSLi,379,台/日/車線,379,台/日/車線,LOAD_VALUE,calc_pdf_p845,HIGH,UNVERIFIED
CAL-VAL-P00845-003,845,F荷重,200,kN,200,kN,LOAD_VALUE,calc_pdf_p845,HIGH,UNVERIFIED
CAL-VAL-P00845-004,845,最小支間長,40.020,m,40.020,m,DIMENSION,calc_pdf_p845,HIGH,UNVERIFIED
CAL-VAL-P00846-001,846,gammaF1,3.00,,3.00,,DERIVED_VALUE,calc_pdf_p846,HIGH,UNVERIFIED
CAL-VAL-P00846-002,846,gammaF2,1.00,,1.00,,DERIVED_VALUE,calc_pdf_p846,HIGH,UNVERIFIED
CAL-VAL-P00846-003,846,gammaF3,1.00,,1.00,,DERIVED_VALUE,calc_pdf_p846,HIGH,UNVERIFIED
CAL-VAL-P00846-004,846,gamma_a,0.80,,0.80,,DERIVED_VALUE,calc_pdf_p846,HIGH,UNVERIFIED
CAL-VAL-P00846-005,846,gammaF総合,3.00,,3.00,,DERIVED_VALUE,calc_pdf_p846,HIGH,UNVERIFIED
CAL-VAL-P00850-001,850,No.1 Rc,2998.500,m,2998.500,m,DIMENSION,calc_pdf_p850,HIGH,UNVERIFIED
CAL-VAL-P00850-002,850,No.1 Ix,0.077140,m4,0.077140,m4,SECTION_PROPERTY,calc_pdf_p850,HIGH,UNVERIFIED
CAL-VAL-P00850-003,850,No.1 死荷重応力,63,N/mm2,63,N/mm2,ANALYSIS_RESULT,calc_pdf_p850,HIGH,UNVERIFIED
CAL-VAL-P00851-001,851,No.1 delta_sigma_max,54,N/mm2,54,N/mm2,ANALYSIS_RESULT,calc_pdf_p851,HIGH,UNVERIFIED
CAL-VAL-P00851-002,851,G等級打切delta_sigma_ce,32,N/mm2,32,N/mm2,MATERIAL_PROPERTY,calc_pdf_p851,HIGH,UNVERIFIED
CAL-VAL-P00852-001,852,No.1 nti,0.42e6,回,420000,回,LOAD_VALUE,calc_pdf_p852,HIGH,UNVERIFIED
CAL-VAL-P00852-002,852,No.1 N1_1,1.61e6,回,1610000,回,ANALYSIS_RESULT,calc_pdf_p852,HIGH,UNVERIFIED
CAL-VAL-P00852-003,852,No.1 D,0.26,,0.26,,DESIGN_RESULT,calc_pdf_p852,HIGH,UNVERIFIED
CAL-VAL-P00852-004,852,G delta_sigma_f,50,N/mm2,50,N/mm2,MATERIAL_PROPERTY,calc_pdf_p852,HIGH,UNVERIFIED
CAL-VAL-P00852-005,852,G delta_sigma_ve,15,N/mm2,15,N/mm2,MATERIAL_PROPERTY,calc_pdf_p852,HIGH,UNVERIFIED
CAL-VAL-P00853-001,853,No.2 Ix,0.076329,m4,0.076329,m4,SECTION_PROPERTY,calc_pdf_p853,HIGH,UNVERIFIED
CAL-VAL-P00853-002,853,No.2 y,-1.3405,m,-1.3405,m,DIMENSION,calc_pdf_p853,HIGH,UNVERIFIED
