source_record_id,source_type,pdf_page_number,printed_page_number,chapter_id,section_id,source_locator,semantic_class,confidence,verification_status,notes
DWG-ANO-S036-017,drawing_annotation,38,,,sheets_001_044,calc_pdf_p38,NOTE,HIGH,UNVERIFIED,J-13
DWG-ANO-S036-018,drawing_annotation,38,,,sheets_001_044,calc_pdf_p38,NOTE,HIGH,UNVERIFIED,J-14
DWG-ANO-S036-019,drawing_annotation,38,,,sheets_001_044,calc_pdf_p38,NOTE,HIGH,UNVERIFIED,J-15
DWG-ANO-S036-020,drawing_annotation,38,,,sheets_001_044,calc_pdf_p38,NOTE,HIGH,UNVERIFIED,J-16
DWG-ANO-S037-005,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-1
DWG-ANO-S037-006,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-2
DWG-ANO-S037-007,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-3
DWG-ANO-S037-008,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-4
DWG-ANO-S037-009,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-5
DWG-ANO-S037-010,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-6
DWG-ANO-S037-011,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-7
DWG-ANO-S037-012,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-8
DWG-ANO-S037-013,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-9
DWG-ANO-S037-014,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-10
DWG-ANO-S037-015,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-11
DWG-ANO-S037-016,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-12
DWG-ANO-S037-017,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-13
DWG-ANO-S037-018,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-14
DWG-ANO-S037-019,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-15
DWG-ANO-S037-020,drawing_annotation,39,,,sheets_001_044,calc_pdf_p39,NOTE,HIGH,UNVERIFIED,J-16
DWG-ANO-S038-005,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-1
DWG-ANO-S038-006,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-2
DWG-ANO-S038-007,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-3
DWG-ANO-S038-008,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-4
DWG-ANO-S038-009,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-5
DWG-ANO-S038-010,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-6
DWG-ANO-S038-011,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-7
DWG-ANO-S038-012,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-8
DWG-ANO-S038-013,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-9
DWG-ANO-S038-014,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-10
DWG-ANO-S038-015,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-11
DWG-ANO-S038-016,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-12
DWG-ANO-S038-017,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-13
DWG-ANO-S038-018,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-14
DWG-ANO-S038-019,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-15
DWG-ANO-S038-020,drawing_annotation,40,,,sheets_001_044,calc_pdf_p40,NOTE,HIGH,UNVERIFIED,J-16
DWG-DIM-S001-001,drawing_dimension,3,,,sheets_001_044,calc_pdf_p3,DIMENSION,HIGH,UNVERIFIED,橋長
DWG-DIM-S001-002,drawing_dimension,3,,,sheets_001_044,calc_pdf_p3,DIMENSION,HIGH,UNVERIFIED,桁長
DWG-DIM-S001-003,drawing_dimension,3,,,sheets_001_044,calc_pdf_p3,DIMENSION,HIGH,UNVERIFIED,支間長
DWG-DIM-S001-004,drawing_dimension,3,,,sheets_001_044,calc_pdf_p3,DIMENSION,HIGH,UNVERIFIED,主桁間隔
DWG-DIM-S001-005,drawing_dimension,3,,,sheets_001_044,calc_pdf_p3,DIMENSION,HIGH,UNVERIFIED,主桁高
DWG-DIM-S009-006,drawing_dimension,11,,,sheets_001_044,calc_pdf_p11,DIMENSION,HIGH,UNVERIFIED,全幅員
DWG-DIM-S009-007,drawing_dimension,11,,,sheets_001_044,calc_pdf_p11,DIMENSION,HIGH,UNVERIFIED,床版厚
DWG-DIM-S009-008,drawing_dimension,11,,,sheets_001_044,calc_pdf_p11,DIMENSION,HIGH,UNVERIFIED,舗装厚
DWG-DIM-S009-009,drawing_dimension,11,,,sheets_001_044,calc_pdf_p11,DIMENSION,HIGH,UNVERIFIED,片持張出
DWG-DIM-S013-010,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,上フランジ幅
DWG-DIM-S013-011,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,上フランジ厚
DWG-DIM-S013-012,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,腹板高さ
DWG-DIM-S013-013,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,腹板厚
DWG-DIM-S013-014,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,下フランジ幅
DWG-DIM-S013-015,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,下フランジ厚
DWG-DIM-S013-016,drawing_dimension,15,,,sheets_001_044,calc_pdf_p15,DIMENSION,HIGH,UNVERIFIED,格間長
DWG-DIM-S014-017,drawing_dimension,16,,,sheets_001_044,calc_pdf_p16,DIMENSION,HIGH,UNVERIFIED,AG2格間長
DWG-DIM-S021-018,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1上フランジ
DWG-DIM-S021-019,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1上フランジ
DWG-DIM-S021-020,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1ウェブ
DWG-DIM-S021-021,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1ウェブ
DWG-DIM-S021-022,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1下フランジ
DWG-DIM-S021-023,drawing_dimension,23,,,sheets_001_044,calc_pdf_p23,DIMENSION,HIGH,UNVERIFIED,AG1下フランジ
DWG-DIM-S029-024,drawing_dimension,31,,,sheets_001_044,calc_pdf_p31,DIMENSION,HIGH,UNVERIFIED,AG1端部フランジ
DWG-DIM-S030-025,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2上フランジ
DWG-DIM-S030-026,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2上フランジ
DWG-DIM-S030-027,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2ウェブ
DWG-DIM-S030-028,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2ウェブ
DWG-DIM-S030-029,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2下フランジ
DWG-DIM-S030-030,drawing_dimension,32,,,sheets_001_044,calc_pdf_p32,DIMENSION,HIGH,UNVERIFIED,AG2下フランジ
DWG-DIM-S038-031,drawing_dimension,40,,,sheets_001_044,calc_pdf_p40,DIMENSION,HIGH,UNVERIFIED,AG2端部フランジ
DWG-DIM-S039-032,drawing_dimension,41,,,sheets_001_044,calc_pdf_p41,DIMENSION,HIGH,UNVERIFIED,スタッド径
DWG-DIM-S039-033,drawing_dimension,41,,,sheets_001_044,calc_pdf_p41,DIMENSION,HIGH,UNVERIFIED,スタッド長さ
DWG-DIM-S039-034,drawing_dimension,41,,,sheets_001_044,calc_pdf_p41,DIMENSION,HIGH,UNVERIFIED,スタッド材質
DWG-MEM-AG1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,AG1
DWG-MEM-AG2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,AG2
DWG-MEM-GE1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,GE1
DWG-MEM-GE2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,GE2
DWG-MEM-S1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,S1
DWG-MEM-S2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,S2
DWG-MEM-PR1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,PR1
DWG-MEM-PR2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,PR2
DWG-MEM-C1C7,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,C1-C7
DWG-MEM-C8C13,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,C8-C13
DWG-MEM-C14C20,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,C14-C20
DWG-MEM-C21C23,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,C21-C23
DWG-MEM-AL1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,A-L1
DWG-MEM-AL2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,A-L2
DWG-MEM-STUD,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,STUD
DWG-MEM-SPLJ1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J1
DWG-MEM-SPLJ2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J2
DWG-MEM-SPLJ3,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J3
DWG-MEM-SPLJ4,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J4
DWG-MEM-SPLJ5,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J5
DWG-MEM-SPLJ6,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J6
DWG-MEM-SPLJ7,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J7
DWG-MEM-SPLJ8,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J8
DWG-MEM-SPLJ9,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J9
DWG-MEM-SPLJ10,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J10
DWG-MEM-SPLJ11,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J11
DWG-MEM-SPLJ12,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J12
DWG-MEM-SPLJ13,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J13
DWG-MEM-SPLJ14,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J14
DWG-MEM-SPLJ15,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J15
DWG-MEM-SPLJ16,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-J16
DWG-MEM-SPLAG2J1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J1
DWG-MEM-SPLAG2J2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J2
DWG-MEM-SPLAG2J3,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J3
DWG-MEM-SPLAG2J4,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J4
DWG-MEM-SPLAG2J5,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J5
DWG-MEM-SPLAG2J6,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J6
DWG-MEM-SPLAG2J7,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J7
DWG-MEM-SPLAG2J8,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J8
DWG-MEM-SPLAG2J9,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J9
DWG-MEM-SPLAG2J10,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J10
DWG-MEM-SPLAG2J11,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J11
DWG-MEM-SPLAG2J12,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J12
DWG-MEM-SPLAG2J13,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J13
DWG-MEM-SPLAG2J14,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J14
DWG-MEM-SPLAG2J15,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J15
DWG-MEM-SPLAG2J16,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SPL-AG2-J16
DWG-MEM-VSTIFF,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,V-STIFF
DWG-MEM-JACKSTIFF,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,JACK-STIFF
DWG-MEM-WTRSTOP,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,WTR-STOP
DWG-MEM-HANGR,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,HANGR
DWG-MEM-SOLEPL,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,SOLE-PL
DWG-MEM-NOSE,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,NOSE
DWG-MEM-HNO1,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,H-NO1
DWG-MEM-PU15,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,PU15
DWG-MEM-AR2,drawing_member,3,,,sheets_001_044,calc_pdf_p3,member_id,HIGH,UNVERIFIED,AR2
DWG-REF-S001-001,drawing_reference,3,,,sheets_001_044,calc_pdf_p3,REFERENCE_TEXT,HIGH,UNVERIFIED,位置図
DWG-REF-S002-001,drawing_reference,4,,,sheets_001_044,calc_pdf_p4,REFERENCE_TEXT,HIGH,UNVERIFIED,橋梁一般図(その1)
DWG-REF-S003-001,drawing_reference,5,,,sheets_001_044,calc_pdf_p5,REFERENCE_TEXT,HIGH,UNVERIFIED,橋梁一般図(その2)
DWG-REF-S004-001,drawing_reference,6,,,sheets_001_044,calc_pdf_p6,REFERENCE_TEXT,HIGH,UNVERIFIED,橋梁一般図(その3)
DWG-REF-S005-001,drawing_reference,7,,,sheets_001_044,calc_pdf_p7,REFERENCE_TEXT,HIGH,UNVERIFIED,数量総括表(その1)
DWG-REF-S006-001,drawing_reference,8,,,sheets_001_044,calc_pdf_p8,REFERENCE_TEXT,HIGH,UNVERIFIED,数量総括表(その2)
DWG-REF-S007-001,drawing_reference,9,,,sheets_001_044,calc_pdf_p9,REFERENCE_TEXT,HIGH,UNVERIFIED,数量総括表(その3)
DWG-REF-S008-001,drawing_reference,10,,,sheets_001_044,calc_pdf_p10,REFERENCE_TEXT,HIGH,UNVERIFIED,上部工構造一般図(その1)
DWG-REF-S009-001,drawing_reference,11,,,sheets_001_044,calc_pdf_p11,REFERENCE_TEXT,HIGH,UNVERIFIED,上部工構造一般図(その2)
DWG-REF-S010-001,drawing_reference,12,,,sheets_001_044,calc_pdf_p12,REFERENCE_TEXT,HIGH,UNVERIFIED,線形図(その1)
DWG-REF-S011-001,drawing_reference,13,,,sheets_001_044,calc_pdf_p13,REFERENCE_TEXT,HIGH,UNVERIFIED,線形図(その2)
DWG-REF-S012-001,drawing_reference,14,,,sheets_001_044,calc_pdf_p14,REFERENCE_TEXT,HIGH,UNVERIFIED,線形図(その3)
DWG-REF-S013-001,drawing_reference,15,,,sheets_001_044,calc_pdf_p15,REFERENCE_TEXT,HIGH,UNVERIFIED,断面構成図(その1)
DWG-REF-S014-001,drawing_reference,16,,,sheets_001_044,calc_pdf_p16,REFERENCE_TEXT,HIGH,UNVERIFIED,断面構成図(その2)
DWG-REF-S015-001,drawing_reference,17,,,sheets_001_044,calc_pdf_p17,REFERENCE_TEXT,HIGH,UNVERIFIED,断面構成図(その3)
DWG-REF-S016-001,drawing_reference,18,,,sheets_001_044,calc_pdf_p18,REFERENCE_TEXT,HIGH,UNVERIFIED,断面構成図(その4)
DWG-REF-S017-001,drawing_reference,19,,,sheets_001_044,calc_pdf_p19,REFERENCE_TEXT,HIGH,UNVERIFIED,共通詳細図(その1)
DWG-REF-S018-001,drawing_reference,20,,,sheets_001_044,calc_pdf_p20,REFERENCE_TEXT,HIGH,UNVERIFIED,共通詳細図(その2)
DWG-REF-S019-001,drawing_reference,21,,,sheets_001_044,calc_pdf_p21,REFERENCE_TEXT,HIGH,UNVERIFIED,共通詳細図(その3)
DWG-REF-S020-001,drawing_reference,22,,,sheets_001_044,calc_pdf_p22,REFERENCE_TEXT,HIGH,UNVERIFIED,キャンバー図
DWG-REF-S021-001,drawing_reference,23,,,sheets_001_044,calc_pdf_p23,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その1)
DWG-REF-S022-001,drawing_reference,24,,,sheets_001_044,calc_pdf_p24,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その2)
DWG-REF-S023-001,drawing_reference,25,,,sheets_001_044,calc_pdf_p25,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その3)
DWG-REF-S024-001,drawing_reference,26,,,sheets_001_044,calc_pdf_p26,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その4)
DWG-REF-S025-001,drawing_reference,27,,,sheets_001_044,calc_pdf_p27,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その5)
DWG-REF-S026-001,drawing_reference,28,,,sheets_001_044,calc_pdf_p28,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その6)
DWG-REF-S027-001,drawing_reference,29,,,sheets_001_044,calc_pdf_p29,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その7)
DWG-REF-S028-001,drawing_reference,30,,,sheets_001_044,calc_pdf_p30,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その8)
DWG-REF-S029-001,drawing_reference,31,,,sheets_001_044,calc_pdf_p31,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG1(その9)
DWG-REF-S030-001,drawing_reference,32,,,sheets_001_044,calc_pdf_p32,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その1)
DWG-REF-S031-001,drawing_reference,33,,,sheets_001_044,calc_pdf_p33,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その2)
DWG-REF-S032-001,drawing_reference,34,,,sheets_001_044,calc_pdf_p34,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その3)
DWG-REF-S033-001,drawing_reference,35,,,sheets_001_044,calc_pdf_p35,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その4)
DWG-REF-S034-001,drawing_reference,36,,,sheets_001_044,calc_pdf_p36,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その5)
DWG-REF-S035-001,drawing_reference,37,,,sheets_001_044,calc_pdf_p37,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その6)
DWG-REF-S036-001,drawing_reference,38,,,sheets_001_044,calc_pdf_p38,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その7)
DWG-REF-S037-001,drawing_reference,39,,,sheets_001_044,calc_pdf_p39,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その8)
DWG-REF-S038-001,drawing_reference,40,,,sheets_001_044,calc_pdf_p40,REFERENCE_TEXT,HIGH,UNVERIFIED,主桁AG2(その9)
DWG-REF-S039-001,drawing_reference,41,,,sheets_001_044,calc_pdf_p41,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その1)
DWG-REF-S040-001,drawing_reference,42,,,sheets_001_044,calc_pdf_p42,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その2)
DWG-REF-S041-001,drawing_reference,43,,,sheets_001_044,calc_pdf_p43,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その3)
DWG-REF-S042-001,drawing_reference,44,,,sheets_001_044,calc_pdf_p44,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その4)
DWG-REF-S043-001,drawing_reference,45,,,sheets_001_044,calc_pdf_p45,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その5)
DWG-REF-S044-001,drawing_reference,46,,,sheets_001_044,calc_pdf_p46,REFERENCE_TEXT,HIGH,UNVERIFIED,スタッド配置図(その6)
DWG-EL-S001-001,drawing_sheet_element,3,,,sheets_001_044,calc_pdf_p3,NOTE,HIGH,UNVERIFIED,位置図
DWG-EL-S002-001,drawing_sheet_element,4,,,sheets_001_044,calc_pdf_p4,NOTE,HIGH,UNVERIFIED,141   2
DWG-EL-S003-001,drawing_sheet_element,5,,,sheets_001_044,calc_pdf_p5,NOTE,HIGH,UNVERIFIED,141   3
DWG-EL-S004-001,drawing_sheet_element,6,,,sheets_001_044,calc_pdf_p6,NOTE,HIGH,UNVERIFIED,141   4
DWG-EL-S005-001,drawing_sheet_element,7,,,sheets_001_044,calc_pdf_p7,NOTE,HIGH,UNVERIFIED,数量総括表(その1)
DWG-EL-S006-001,drawing_sheet_element,8,,,sheets_001_044,calc_pdf_p8,NOTE,HIGH,UNVERIFIED,数量総括表(その2)
DWG-EL-S007-001,drawing_sheet_element,9,,,sheets_001_044,calc_pdf_p9,NOTE,HIGH,UNVERIFIED,数量総括表
DWG-EL-S008-001,drawing_sheet_element,10,,,sheets_001_044,calc_pdf_p10,NOTE,HIGH,UNVERIFIED,上部工構造一般図(その1)
DWG-EL-S009-001,drawing_sheet_element,11,,,sheets_001_044,calc_pdf_p11,NOTE,HIGH,UNVERIFIED,上部工構造一般図(その2)
DWG-EL-S010-001,drawing_sheet_element,12,,,sheets_001_044,calc_pdf_p12,NOTE,HIGH,UNVERIFIED,線形図(その1)
DWG-EL-S011-001,drawing_sheet_element,13,,,sheets_001_044,calc_pdf_p13,NOTE,HIGH,UNVERIFIED,線形図(その2)
DWG-EL-S012-001,drawing_sheet_element,14,,,sheets_001_044,calc_pdf_p14,NOTE,HIGH,UNVERIFIED,線形図(その3)
DWG-EL-S013-001,drawing_sheet_element,15,,,sheets_001_044,calc_pdf_p15,NOTE,HIGH,UNVERIFIED,断面構成図(その1)
DWG-EL-S014-001,drawing_sheet_element,16,,,sheets_001_044,calc_pdf_p16,NOTE,HIGH,UNVERIFIED,断面構成図(その2)
DWG-EL-S015-001,drawing_sheet_element,17,,,sheets_001_044,calc_pdf_p17,NOTE,HIGH,UNVERIFIED,断面構成図(その3)
DWG-EL-S016-001,drawing_sheet_element,18,,,sheets_001_044,calc_pdf_p18,NOTE,HIGH,UNVERIFIED,断面構成図(その4)
DWG-EL-S017-001,drawing_sheet_element,19,,,sheets_001_044,calc_pdf_p19,NOTE,HIGH,UNVERIFIED,共通詳細図(その1)
DWG-EL-S018-001,drawing_sheet_element,20,,,sheets_001_044,calc_pdf_p20,NOTE,HIGH,UNVERIFIED,共通詳細図(その2)
DWG-EL-S019-001,drawing_sheet_element,21,,,sheets_001_044,calc_pdf_p21,NOTE,HIGH,UNVERIFIED,共通詳細図(その3)
DWG-EL-S020-001,drawing_sheet_element,22,,,sheets_001_044,calc_pdf_p22,NOTE,HIGH,UNVERIFIED,キャンバー図
DWG-EL-S021-001,drawing_sheet_element,23,,,sheets_001_044,calc_pdf_p23,NOTE,HIGH,UNVERIFIED,主桁AG1(その1)
DWG-EL-S022-001,drawing_sheet_element,24,,,sheets_001_044,calc_pdf_p24,NOTE,HIGH,UNVERIFIED,主桁AG1(その2)
DWG-EL-S023-001,drawing_sheet_element,25,,,sheets_001_044,calc_pdf_p25,NOTE,HIGH,UNVERIFIED,主桁AG1(その3)
DWG-EL-S024-001,drawing_sheet_element,26,,,sheets_001_044,calc_pdf_p26,NOTE,HIGH,UNVERIFIED,主桁AG1(その4)
DWG-EL-S025-001,drawing_sheet_element,27,,,sheets_001_044,calc_pdf_p27,NOTE,HIGH,UNVERIFIED,主桁AG1(その5)
DWG-EL-S026-001,drawing_sheet_element,28,,,sheets_001_044,calc_pdf_p28,NOTE,HIGH,UNVERIFIED,主桁AG1(その6)
