audit_id,file,row_identifier,issue_type,issue_value,repaired_value,shift_delta,rationale
P2IIB-REP-0789,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00123-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00123,calc_pdf_p123,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=123 per locator contract
P2IIB-REP-0790,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00123-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00123,calc_pdf_p123,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=123 per locator contract
P2IIB-REP-0791,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00124-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00124,calc_pdf_p124,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=124 per locator contract
P2IIB-REP-0792,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00125-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00125,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0793,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00125-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00125,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0794,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00126-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00126,calc_pdf_p126,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=126 per locator contract
P2IIB-REP-0795,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00126-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00126,calc_pdf_p126,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=126 per locator contract
P2IIB-REP-0796,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00127-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00127,calc_pdf_p127,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=127 per locator contract
P2IIB-REP-0797,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00128-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00128,calc_pdf_p128,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=128 per locator contract
P2IIB-REP-0798,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00128-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00128,calc_pdf_p128,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=128 per locator contract
P2IIB-REP-0799,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00129-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00129,calc_pdf_p129,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=129 per locator contract
P2IIB-REP-0800,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00130-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00130,calc_pdf_p130,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=130 per locator contract
P2IIB-REP-0801,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00131-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00131,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0802,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00131-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00131,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0803,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00132-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00132,calc_pdf_p132,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=132 per locator contract
P2IIB-REP-0804,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00132-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00132,calc_pdf_p132,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=132 per locator contract
P2IIB-REP-0805,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00133-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00133,calc_pdf_p133,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=133 per locator contract
P2IIB-REP-0806,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00133-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00133,calc_pdf_p133,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=133 per locator contract
P2IIB-REP-0807,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00134-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00134,calc_pdf_p134,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=134 per locator contract
P2IIB-REP-0808,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00135-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00135,calc_pdf_p135,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=135 per locator contract
P2IIB-REP-0809,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00135-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00135,calc_pdf_p135,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=135 per locator contract
P2IIB-REP-0810,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00135-CAL-SEC-3.1.2-003,source_locator_derivation,CAL-P00135,calc_pdf_p135,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=135 per locator contract
P2IIB-REP-0811,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00135-CAL-SEC-3.1.2-004,source_locator_derivation,CAL-P00135,calc_pdf_p135,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=135 per locator contract
P2IIB-REP-0812,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00136-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00136,calc_pdf_p136,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=136 per locator contract
P2IIB-REP-0813,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00137-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00137,calc_pdf_p137,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=137 per locator contract
P2IIB-REP-0814,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00138-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00138,calc_pdf_p138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=138 per locator contract
P2IIB-REP-0815,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00138-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00138,calc_pdf_p138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=138 per locator contract
P2IIB-REP-0816,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00139-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00139,calc_pdf_p139,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=139 per locator contract
P2IIB-REP-0817,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00139-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00139,calc_pdf_p139,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=139 per locator contract
P2IIB-REP-0818,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00140-CAL-SEC-3.1.2-001,source_locator_derivation,CAL-P00140,calc_pdf_p140,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=140 per locator contract
P2IIB-REP-0819,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00140-CAL-SEC-3.1.2-002,source_locator_derivation,CAL-P00140,calc_pdf_p140,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=140 per locator contract
P2IIB-REP-0820,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00141-CAL-SEC-3.1.3-001,source_locator_derivation,CAL-P00141,calc_pdf_p141,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=141 per locator contract
P2IIB-REP-0821,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00141-CAL-SEC-3.1.3-002,source_locator_derivation,CAL-P00141,calc_pdf_p141,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=141 per locator contract
P2IIB-REP-0822,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00141-CAL-SEC-3.1.3-003,source_locator_derivation,CAL-P00141,calc_pdf_p141,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=141 per locator contract
P2IIB-REP-0823,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00142-CAL-SEC-3.1.4-001,source_locator_derivation,CAL-P00142,calc_pdf_p142,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=142 per locator contract
P2IIB-REP-0824,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00142-CAL-SEC-3.1.4-002,source_locator_derivation,CAL-P00142,calc_pdf_p142,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=142 per locator contract
P2IIB-REP-0825,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00143-CAL-SEC-3.1.5-001,source_locator_derivation,CAL-P00143,calc_pdf_p143,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=143 per locator contract
P2IIB-REP-0826,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00143-CAL-SEC-3.1.5-002,source_locator_derivation,CAL-P00143,calc_pdf_p143,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=143 per locator contract
P2IIB-REP-0827,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00144-CAL-SEC-3.1.5-001,source_locator_derivation,CAL-P00144,calc_pdf_p144,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=144 per locator contract
P2IIB-REP-0828,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00145-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00145,calc_pdf_p145,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=145 per locator contract
P2IIB-REP-0829,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00145-CAL-SEC-3.1.6-002,source_locator_derivation,CAL-P00145,calc_pdf_p145,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=145 per locator contract
P2IIB-REP-0830,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00146-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00146,calc_pdf_p146,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=146 per locator contract
P2IIB-REP-0831,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00147-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00147,calc_pdf_p147,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=147 per locator contract
P2IIB-REP-0832,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00148-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00148,calc_pdf_p148,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=148 per locator contract
P2IIB-REP-0833,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00149-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00149,calc_pdf_p149,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=149 per locator contract
P2IIB-REP-0834,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00150-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00150,calc_pdf_p150,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=150 per locator contract
P2IIB-REP-0835,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00151-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00151,calc_pdf_p151,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=151 per locator contract
P2IIB-REP-0836,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00178-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00178,calc_pdf_p178,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=178 per locator contract
P2IIB-REP-0837,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00179-CAL-SEC-3.1.6-001,source_locator_derivation,CAL-P00179,calc_pdf_p179,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=179 per locator contract
P2IIB-REP-0838,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00180-CAL-SEC-3.1.7-001,source_locator_derivation,CAL-P00180,calc_pdf_p180,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=180 per locator contract
P2IIB-REP-0839,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00180-CAL-SEC-3.1.7-002,source_locator_derivation,CAL-P00180,calc_pdf_p180,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=180 per locator contract
P2IIB-REP-0840,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00182-CAL-SEC-3.1.7-001,source_locator_derivation,CAL-P00182,calc_pdf_p182,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=182 per locator contract
P2IIB-REP-0841,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00221-CAL-SEC-3.1.7-001,source_locator_derivation,CAL-P00221,calc_pdf_p221,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=221 per locator contract
P2IIB-REP-0842,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00222-CAL-SEC-3.1.8-001,source_locator_derivation,CAL-P00222,calc_pdf_p222,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=222 per locator contract
P2IIB-REP-0843,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00222-CAL-SEC-3.1.8-002,source_locator_derivation,CAL-P00222,calc_pdf_p222,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=222 per locator contract
P2IIB-REP-0844,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00223-CAL-SEC-3.1.8-001,source_locator_derivation,CAL-P00223,calc_pdf_p223,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=223 per locator contract
P2IIB-REP-0845,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00276-CAL-SEC-3.1.8-001,source_locator_derivation,CAL-P00276,calc_pdf_p276,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=276 per locator contract
P2IIB-REP-0846,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00277-CAL-SEC-3.1.9-001,source_locator_derivation,CAL-P00277,calc_pdf_p277,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=277 per locator contract
P2IIB-REP-0847,calculation/chapter_03/section_3_1/page_elements.csv,CAL-P00290-CAL-SEC-3.1.9-001,source_locator_derivation,CAL-P00290,calc_pdf_p290,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=290 per locator contract
P2IIB-REP-0848,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00135-002,column_shift,"[""CAL-TBL-P00135-002"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第1支間"", ""衝撃係数i"", ""0.222"", """", ""0.222"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00135-002"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第1支間"", ""衝撃係数i"", ""0.222"", """", """", ""0.222"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0849,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00135-004,column_shift,"[""CAL-TBL-P00135-004"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第2支承線上"", ""衝撃係数i"", ""0.209"", """", ""0.209"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00135-004"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第2支承線上"", ""衝撃係数i"", ""0.209"", """", """", ""0.209"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0850,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00135-006,column_shift,"[""CAL-TBL-P00135-006"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第2支間"", ""衝撃係数i"", ""0.198"", """", ""0.198"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00135-006"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第2支間"", ""衝撃係数i"", ""0.198"", """", """", ""0.198"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0851,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00135-008,column_shift,"[""CAL-TBL-P00135-008"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第3支承線上"", ""衝撃係数i"", ""0.209"", """", ""0.209"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00135-008"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第3支承線上"", ""衝撃係数i"", ""0.209"", """", """", ""0.209"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0852,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00135-010,column_shift,"[""CAL-TBL-P00135-010"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第3支間"", ""衝撃係数i"", ""0.222"", """", ""0.222"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00135-010"", ""135"", ""130"", ""CAL-CH3"", ""CAL-SEC-3.1.2"", ""衝撃係数一覧"", ""適用箇所/平均支間長/衝撃係数"", ""第3支間"", ""衝撃係数i"", ""0.222"", """", """", ""0.222"", """", ""DERIVED_VALUE"", ""CAL-P00135-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0853,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00149-003,column_shift,"[""CAL-TBL-P00149-003"", ""149"", ""144"", ""CAL-CH3"", ""CAL-SEC-3.1.6"", ""材料定数データ"", ""材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数"", ""材料1"", ""ポアソン比"", ""1.200000e-005"", """", ""0.000012"", """", ""MATERIAL_PROPERTY"", ""CAL-P00149-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00149-003"", ""149"", ""144"", ""CAL-CH3"", ""CAL-SEC-3.1.6"", ""材料定数データ"", ""材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数"", ""材料1"", ""ポアソン比"", ""1.200000e-005"", """", """", ""0.000012"", """", ""MATERIAL_PROPERTY"", ""CAL-P00149-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0854,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00149-004,column_shift,"[""CAL-TBL-P00149-004"", ""149"", ""144"", ""CAL-CH3"", ""CAL-SEC-3.1.6"", ""材料定数データ"", ""材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数"", ""材料1"", ""線膨張係数"", ""0.000000"", """", ""0"", """", ""MATERIAL_PROPERTY"", ""CAL-P00149-TBL"", ""MEDIUM"", ""UNVERIFIED""]","[""CAL-TBL-P00149-004"", ""149"", ""144"", ""CAL-CH3"", ""CAL-SEC-3.1.6"", ""材料定数データ"", ""材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数"", ""材料1"", ""線膨張係数"", ""0.000000"", """", """", ""0"", """", ""MATERIAL_PROPERTY"", ""CAL-P00149-TBL"", ""MEDIUM"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 10 (raw_value) to restore header alignment
P2IIB-REP-0855,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-001,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0856,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-002,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0857,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-003,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0858,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-004,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0859,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-005,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0860,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-006,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0861,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-007,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0862,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-008,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0863,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-009,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0864,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-010,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0865,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-011,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0866,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-012,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0867,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00119-013,source_locator_derivation,CAL-P00119-TBL,calc_pdf_p119,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=119 per locator contract
P2IIB-REP-0868,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00125-001,source_locator_derivation,CAL-P00125-TBL,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0869,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00125-002,source_locator_derivation,CAL-P00125-TBL,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0870,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00125-003,source_locator_derivation,CAL-P00125-TBL,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0871,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00125-004,source_locator_derivation,CAL-P00125-TBL,calc_pdf_p125,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=125 per locator contract
P2IIB-REP-0872,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00128-001,source_locator_derivation,CAL-P00128-TBL,calc_pdf_p128,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=128 per locator contract
P2IIB-REP-0873,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00128-002,source_locator_derivation,CAL-P00128-TBL,calc_pdf_p128,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=128 per locator contract
P2IIB-REP-0874,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00128-003,source_locator_derivation,CAL-P00128-TBL,calc_pdf_p128,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=128 per locator contract
P2IIB-REP-0875,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-001,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0876,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-002,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0877,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-003,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0878,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-004,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0879,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-005,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
P2IIB-REP-0880,calculation/chapter_03/section_3_1/tables.csv,CAL-TBL-P00131-006,source_locator_derivation,CAL-P00131-TBL,calc_pdf_p131,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=131 per locator contract
